id,student_id,genre,vocabulary_and_language_complexity,sentence_structure,themes_and_content,overall,question_difficulty,question_type,correct_answer,answer_by_student,exam_hour,attention_level,student_age,student_grade,time_bound,correctness_ratio_by_student
4918,2,0,Moderate,Moderate,Easy,Moderate,3,2,A,A,1,1,10,5,not_time_bound,0.551219512
4922,3,0,Moderate,Moderate,Easy,Moderate,3,2,A,A,1,1,10,5,not_time_bound,0.435897436
4931,4,0,Moderate,Moderate,Moderate,Moderate,3,2,A,A,1,1,9,4,not_time_bound,0.530120482
4919,6,0,Moderate,Moderate,Easy,Moderate,3,2,A,D,1,1,10,5,not_time_bound,0.432432432
4915,8,0,Moderate,Moderate,Moderate,Moderate,3,2,A,A,1,1,9,4,not_time_bound,0.54025974
4923,11,0,Moderate,Moderate,Easy,Moderate,3,2,A,A,1,1,10,5,not_time_bound,0.552763819
4916,15,0,Moderate,Moderate,Moderate,Moderate,3,2,A,B,1,1,9,4,not_time_bound,0.571658615
4924,18,0,Moderate,Moderate,Easy,Moderate,3,2,A,A,1,1,10,5,not_time_bound,0.64375
4925,19,0,Moderate,Moderate,Easy,Moderate,3,2,A,B,1,1,10,5,not_time_bound,0.318181818
4917,22,0,Moderate,Moderate,Moderate,Moderate,3,2,A,A,1,1,9,4,not_time_bound,0.604774536
4928,44,0,Moderate,Moderate,Moderate,Moderate,3,2,A,D,1,1,9,4,not_time_bound,0.609756098
4932,45,0,Easy,Easy,Easy,Easy,3,2,A,A,1,1,9,6,not_time_bound,1
4930,46,0,Moderate,Moderate,Moderate,Moderate,3,2,A,B,1,1,9,4,not_time_bound,0.592592593
4927,49,0,Moderate,Moderate,Moderate,Moderate,3,2,A,D,1,1,9,4,not_time_bound,0.518072289
4926,50,0,Challenging,Challenging,Moderate,Challenging,3,2,A,B,1,1,8,3,not_time_bound,0.561643836
4929,78,0,Easy,Easy,Easy,Easy,3,2,A,C,1,1,8,6,not_time_bound,0.25
4920,79,0,Easy,Easy,Easy,Easy,3,2,A,NotAttended,1,1,8,6,not_time_bound,0.348837209
4939,1,0,Challenging,Challenging,Moderate,Challenging,2,2,D,D,1,1,8,3,not_time_bound,0.549883991
4936,2,0,Moderate,Moderate,Easy,Moderate,2,2,D,D,1,1,10,5,not_time_bound,0.551219512
4940,3,0,Moderate,Moderate,Easy,Moderate,2,2,D,D,1,1,10,5,not_time_bound,0.435897436
4949,4,0,Moderate,Moderate,Moderate,Moderate,2,2,D,D,1,1,9,4,not_time_bound,0.530120482
4937,6,0,Moderate,Moderate,Easy,Moderate,2,2,D,B,1,1,10,5,not_time_bound,0.432432432
4933,8,0,Moderate,Moderate,Moderate,Moderate,2,2,D,B,1,1,9,4,not_time_bound,0.54025974
4941,11,0,Moderate,Moderate,Easy,Moderate,2,2,D,D,1,1,10,5,not_time_bound,0.552763819
4934,15,0,Moderate,Moderate,Moderate,Moderate,2,2,D,C,1,1,9,4,not_time_bound,0.571658615
4942,18,0,Moderate,Moderate,Easy,Moderate,2,2,D,B,1,1,10,5,not_time_bound,0.64375
4943,19,0,Moderate,Moderate,Easy,Moderate,2,2,D,C,1,1,10,5,not_time_bound,0.318181818
4935,22,0,Moderate,Moderate,Moderate,Moderate,2,2,D,D,1,1,9,4,not_time_bound,0.604774536
4946,44,0,Moderate,Moderate,Moderate,Moderate,2,2,D,B,1,1,9,4,not_time_bound,0.609756098
4950,45,0,Easy,Easy,Easy,Easy,2,2,D,D,1,1,9,6,not_time_bound,1
4948,46,0,Moderate,Moderate,Moderate,Moderate,2,2,D,D,1,1,9,4,not_time_bound,0.592592593
4945,49,0,Moderate,Moderate,Moderate,Moderate,2,2,D,D,1,1,9,4,not_time_bound,0.518072289
4944,50,0,Challenging,Challenging,Moderate,Challenging,2,2,D,D,1,1,8,3,not_time_bound,0.561643836
4947,78,0,Easy,Easy,Easy,Easy,2,2,D,C,1,1,8,6,not_time_bound,0.25
4938,79,0,Easy,Easy,Easy,Easy,2,2,D,NotAttended,1,1,8,6,not_time_bound,0.348837209
4957,1,0,Challenging,Challenging,Moderate,Challenging,4,3,C,NotAttended,1,1,8,3,not_time_bound,0.549883991
4954,2,0,Moderate,Moderate,Easy,Moderate,4,3,C,NotAttended,1,1,10,5,not_time_bound,0.551219512
4958,3,0,Moderate,Moderate,Easy,Moderate,4,3,C,NotAttended,1,1,10,5,not_time_bound,0.435897436
4967,4,0,Moderate,Moderate,Moderate,Moderate,4,3,C,C,1,1,9,4,not_time_bound,0.530120482
4955,6,0,Moderate,Moderate,Easy,Moderate,4,3,C,NotAttended,1,1,10,5,not_time_bound,0.432432432
4951,8,0,Moderate,Moderate,Moderate,Moderate,4,3,C,NotAttended,1,1,9,4,not_time_bound,0.54025974
4959,11,0,Moderate,Moderate,Easy,Moderate,4,3,C,NotAttended,1,1,10,5,not_time_bound,0.552763819
4952,15,0,Moderate,Moderate,Moderate,Moderate,4,3,C,NotAttended,1,1,9,4,not_time_bound,0.571658615
4960,18,0,Moderate,Moderate,Easy,Moderate,4,3,C,NotAttended,1,1,10,5,not_time_bound,0.64375
4961,19,0,Moderate,Moderate,Easy,Moderate,4,3,C,NotAttended,1,1,10,5,not_time_bound,0.318181818
4953,22,0,Moderate,Moderate,Moderate,Moderate,4,3,C,NotAttended,1,1,9,4,not_time_bound,0.604774536
4964,44,0,Moderate,Moderate,Moderate,Moderate,4,3,C,C,1,1,9,4,not_time_bound,0.609756098
4968,45,0,Easy,Easy,Easy,Easy,4,3,C,C,1,1,9,6,not_time_bound,1
4966,46,0,Moderate,Moderate,Moderate,Moderate,4,3,C,C,1,1,9,4,not_time_bound,0.592592593
4963,49,0,Moderate,Moderate,Moderate,Moderate,4,3,C,C,1,1,9,4,not_time_bound,0.518072289
4962,50,0,Challenging,Challenging,Moderate,Challenging,4,3,C,C,1,1,8,3,not_time_bound,0.561643836
4965,78,0,Easy,Easy,Easy,Easy,4,3,C,D,1,1,8,6,not_time_bound,0.25
4956,79,0,Easy,Easy,Easy,Easy,4,3,C,NotAttended,1,1,9,6,not_time_bound,0.348837209
5169,2,0,Challenging,Challenging,Challenging,Challenging,4,3,A,A,1,1,9,4,not_time_bound,0.551219512
5173,2,0,Moderate,Moderate,Challenging,Challenging,4,3,A,A,1,1,10,5,not_time_bound,0.551219512
5167,8,0,Challenging,Challenging,Challenging,Challenging,4,3,A,B,1,1,9,4,not_time_bound,0.54025974
5174,8,0,Challenging,Challenging,Challenging,Challenging,4,3,A,A,1,1,9,4,not_time_bound,0.54025974
5175,9,0,Challenging,Challenging,Challenging,Challenging,4,3,A,A,1,1,9,4,not_time_bound,0.74796748
5170,15,0,Challenging,Challenging,Challenging,Challenging,4,3,A,A,1,1,9,4,not_time_bound,0.571658615
5171,17,0,Moderate,Moderate,Challenging,Challenging,4,3,A,A,1,1,10,5,not_time_bound,0.608264463
5176,20,0,Challenging,Challenging,Challenging,Challenging,4,3,A,A,1,1,9,4,not_time_bound,0.498896247
5172,22,0,Challenging,Challenging,Challenging,Challenging,4,3,A,A,1,1,9,4,not_time_bound,0.604774536
5168,23,0,Challenging,Challenging,Challenging,Challenging,4,3,A,B,1,1,9,4,not_time_bound,0.594202899
5177,23,0,Challenging,Challenging,Challenging,Challenging,4,3,A,A,1,1,9,4,not_time_bound,0.594202899
5184,31,0,Moderate,Moderate,Challenging,Challenging,4,3,A,A,16,8,10,5,not_time_bound,0.35042735
5180,33,0,Moderate,Moderate,Challenging,Challenging,4,3,A,A,6,7,10,5,not_time_bound,0.637554585
5186,34,0,Moderate,Moderate,Challenging,Challenging,4,3,A,A,2,8,10,5,not_time_bound,0.598802395
5181,46,0,Difficult,Difficult,Difficult,Difficult,4,3,A,B,8,7,7,3,not_time_bound,0.592592593
5182,46,0,Difficult,Difficult,Difficult,Difficult,4,3,A,A,7,7,7,3,not_time_bound,0.592592593
5179,82,0,Moderate,Moderate,Moderate,Moderate,4,3,A,A,4,5,10,6,not_time_bound,0.631578947
5178,85,0,Moderate,Moderate,Moderate,Moderate,4,3,A,A,1,1,10,6,not_time_bound,0.49122807
5183,87,0,Moderate,Moderate,Moderate,Moderate,4,3,A,A,9,6,10,6,not_time_bound,0.444444444
5185,88,0,Moderate,Moderate,Moderate,Moderate,4,3,A,A,2,8,10,6,not_time_bound,0.611111111
5193,2,0,Moderate,Moderate,Challenging,Challenging,2,2,C,A,1,1,10,5,not_time_bound,0.551219512
5189,2,0,Challenging,Challenging,Challenging,Challenging,2,2,C,C,1,1,9,4,not_time_bound,0.551219512
5187,8,0,Challenging,Challenging,Challenging,Challenging,2,2,C,C,1,1,9,4,not_time_bound,0.54025974
5194,8,0,Challenging,Challenging,Challenging,Challenging,2,2,C,C,1,1,9,4,not_time_bound,0.54025974
5195,9,0,Challenging,Challenging,Challenging,Challenging,2,2,C,C,1,1,9,4,not_time_bound,0.74796748
5190,15,0,Challenging,Challenging,Challenging,Challenging,2,2,C,C,1,1,9,4,not_time_bound,0.571658615
5191,17,0,Moderate,Moderate,Challenging,Challenging,2,2,C,C,1,1,10,5,not_time_bound,0.608264463
5196,20,0,Challenging,Challenging,Challenging,Challenging,2,2,C,C,1,1,9,4,not_time_bound,0.498896247
5192,22,0,Challenging,Challenging,Challenging,Challenging,2,2,C,C,1,1,9,4,not_time_bound,0.604774536
5188,23,0,Challenging,Challenging,Challenging,Challenging,2,2,C,A,1,1,9,4,not_time_bound,0.594202899
5197,23,0,Challenging,Challenging,Challenging,Challenging,2,2,C,C,1,1,9,4,not_time_bound,0.594202899
5204,31,0,Moderate,Moderate,Challenging,Challenging,2,2,C,D,16,8,10,5,not_time_bound,0.35042735
5200,33,0,Moderate,Moderate,Challenging,Challenging,2,2,C,C,6,7,10,5,not_time_bound,0.637554585
5206,34,0,Moderate,Moderate,Challenging,Challenging,2,2,C,C,2,8,10,5,not_time_bound,0.598802395
5201,46,0,Difficult,Difficult,Difficult,Difficult,2,2,C,D,8,7,7,3,not_time_bound,0.592592593
5202,46,0,Difficult,Difficult,Difficult,Difficult,2,2,C,C,7,7,7,3,not_time_bound,0.592592593
5199,82,0,Moderate,Moderate,Moderate,Moderate,2,2,C,C,4,5,10,6,not_time_bound,0.631578947
5198,85,0,Moderate,Moderate,Moderate,Moderate,2,2,C,C,1,1,10,6,not_time_bound,0.49122807
5203,87,0,Moderate,Moderate,Moderate,Moderate,2,2,C,C,9,6,10,6,not_time_bound,0.444444444
5205,88,0,Moderate,Moderate,Moderate,Moderate,2,2,C,C,2,8,10,6,not_time_bound,0.611111111
5213,2,0,Moderate,Moderate,Challenging,Challenging,3,2,C,A,1,1,10,5,not_time_bound,0.551219512
5209,2,0,Challenging,Challenging,Challenging,Challenging,3,2,C,C,1,1,9,4,not_time_bound,0.551219512
5207,8,0,Challenging,Challenging,Challenging,Challenging,3,2,C,C,1,1,9,4,not_time_bound,0.54025974
5214,8,0,Challenging,Challenging,Challenging,Challenging,3,2,C,C,1,1,9,4,not_time_bound,0.54025974
5215,9,0,Challenging,Challenging,Challenging,Challenging,3,2,C,C,1,1,9,4,not_time_bound,0.74796748
5210,15,0,Challenging,Challenging,Challenging,Challenging,3,2,C,C,1,1,9,4,not_time_bound,0.571658615
5211,17,0,Moderate,Moderate,Challenging,Challenging,3,2,C,C,1,1,10,5,not_time_bound,0.608264463
5216,20,0,Challenging,Challenging,Challenging,Challenging,3,2,C,C,1,1,9,4,not_time_bound,0.498896247
5212,22,0,Challenging,Challenging,Challenging,Challenging,3,2,C,C,1,1,9,4,not_time_bound,0.604774536
5208,23,0,Challenging,Challenging,Challenging,Challenging,3,2,C,C,1,1,9,4,not_time_bound,0.594202899
5217,23,0,Challenging,Challenging,Challenging,Challenging,3,2,C,C,1,1,9,4,not_time_bound,0.594202899
5224,31,0,Moderate,Moderate,Challenging,Challenging,3,2,C,C,16,8,10,5,not_time_bound,0.35042735
5220,33,0,Moderate,Moderate,Challenging,Challenging,3,2,C,C,6,7,10,5,not_time_bound,0.637554585
5226,34,0,Moderate,Moderate,Challenging,Challenging,3,2,C,C,2,8,10,5,not_time_bound,0.598802395
5221,46,0,Difficult,Difficult,Difficult,Difficult,3,2,C,C,8,7,7,3,not_time_bound,0.592592593
5222,46,0,Difficult,Difficult,Difficult,Difficult,3,2,C,C,7,7,7,3,not_time_bound,0.592592593
5219,82,0,Moderate,Moderate,Moderate,Moderate,3,2,C,C,4,5,10,6,not_time_bound,0.631578947
5218,85,0,Moderate,Moderate,Moderate,Moderate,3,2,C,C,1,1,10,6,not_time_bound,0.49122807
5223,87,0,Moderate,Moderate,Moderate,Moderate,3,2,C,C,9,6,10,6,not_time_bound,0.444444444
5225,88,0,Moderate,Moderate,Moderate,Moderate,3,2,C,D,2,8,10,6,not_time_bound,0.611111111
5233,2,0,Moderate,Moderate,Challenging,Challenging,4,1,A,A,1,1,10,5,not_time_bound,0.551219512
5229,2,0,Challenging,Challenging,Challenging,Challenging,4,1,A,A,1,1,9,4,not_time_bound,0.551219512
5227,8,0,Challenging,Challenging,Challenging,Challenging,4,1,A,C,1,1,9,4,not_time_bound,0.54025974
5234,8,0,Challenging,Challenging,Challenging,Challenging,4,1,A,A,1,1,9,4,not_time_bound,0.54025974
5235,9,0,Challenging,Challenging,Challenging,Challenging,4,1,A,A,1,1,9,4,not_time_bound,0.74796748
5230,15,0,Challenging,Challenging,Challenging,Challenging,4,1,A,A,1,1,9,4,not_time_bound,0.571658615
5231,17,0,Moderate,Moderate,Challenging,Challenging,4,1,A,A,1,1,10,5,not_time_bound,0.608264463
5236,20,0,Challenging,Challenging,Challenging,Challenging,4,1,A,A,1,1,9,4,not_time_bound,0.498896247
5232,22,0,Challenging,Challenging,Challenging,Challenging,4,1,A,A,1,1,9,4,not_time_bound,0.604774536
5228,23,0,Challenging,Challenging,Challenging,Challenging,4,1,A,A,1,1,9,4,not_time_bound,0.594202899
5237,23,0,Challenging,Challenging,Challenging,Challenging,4,1,A,A,1,1,9,4,not_time_bound,0.594202899
5244,31,0,Moderate,Moderate,Challenging,Challenging,4,1,A,A,16,8,10,5,not_time_bound,0.35042735
5240,33,0,Moderate,Moderate,Challenging,Challenging,4,1,A,A,6,7,10,5,not_time_bound,0.637554585
5246,34,0,Moderate,Moderate,Challenging,Challenging,4,1,A,A,2,8,10,5,not_time_bound,0.598802395
5241,46,0,Difficult,Difficult,Difficult,Difficult,4,1,A,A,8,7,7,3,not_time_bound,0.592592593
5242,46,0,Difficult,Difficult,Difficult,Difficult,4,1,A,A,7,7,7,3,not_time_bound,0.592592593
5239,82,0,Moderate,Moderate,Moderate,Moderate,4,1,A,A,4,5,10,6,not_time_bound,0.631578947
5238,85,0,Moderate,Moderate,Moderate,Moderate,4,1,A,C,1,1,10,6,not_time_bound,0.49122807
5243,87,0,Moderate,Moderate,Moderate,Moderate,4,1,A,C,9,6,10,6,not_time_bound,0.444444444
5245,88,0,Moderate,Moderate,Moderate,Moderate,4,1,A,C,2,8,10,6,not_time_bound,0.611111111
5253,2,0,Moderate,Moderate,Challenging,Challenging,4,2,B,A,1,1,10,5,not_time_bound,0.551219512
5249,2,0,Challenging,Challenging,Challenging,Challenging,4,2,B,A,1,1,9,4,not_time_bound,0.551219512
5247,8,0,Challenging,Challenging,Challenging,Challenging,4,2,B,A,1,1,9,4,not_time_bound,0.54025974
5254,8,0,Challenging,Challenging,Challenging,Challenging,4,2,B,B,1,1,9,4,not_time_bound,0.54025974
5255,9,0,Challenging,Challenging,Challenging,Challenging,4,2,B,B,1,1,9,4,not_time_bound,0.74796748
5250,15,0,Challenging,Challenging,Challenging,Challenging,4,2,B,B,1,1,9,4,not_time_bound,0.571658615
5251,17,0,Moderate,Moderate,Challenging,Challenging,4,2,B,A,1,1,10,5,not_time_bound,0.608264463
5256,20,0,Challenging,Challenging,Challenging,Challenging,4,2,B,B,1,1,9,4,not_time_bound,0.498896247
5252,22,0,Challenging,Challenging,Challenging,Challenging,4,2,B,NotAttended,1,1,9,4,not_time_bound,0.604774536
5248,23,0,Challenging,Challenging,Challenging,Challenging,4,2,B,B,1,1,9,4,not_time_bound,0.594202899
5257,23,0,Challenging,Challenging,Challenging,Challenging,4,2,B,A,1,1,9,4,not_time_bound,0.594202899
5264,31,0,Moderate,Moderate,Challenging,Challenging,4,2,B,B,16,8,10,5,not_time_bound,0.35042735
5260,33,0,Moderate,Moderate,Challenging,Challenging,4,2,B,B,6,7,10,5,not_time_bound,0.637554585
5266,34,0,Moderate,Moderate,Challenging,Challenging,4,2,B,A,2,8,10,5,not_time_bound,0.598802395
5261,46,0,Difficult,Difficult,Difficult,Difficult,4,2,B,B,8,7,7,3,not_time_bound,0.592592593
5262,46,0,Difficult,Difficult,Difficult,Difficult,4,2,B,B,7,7,7,3,not_time_bound,0.592592593
5259,82,0,Moderate,Moderate,Moderate,Moderate,4,2,B,B,4,5,10,6,not_time_bound,0.631578947
5258,85,0,Moderate,Moderate,Moderate,Moderate,4,2,B,B,1,1,10,6,not_time_bound,0.49122807
5263,87,0,Moderate,Moderate,Moderate,Moderate,4,2,B,NotAttended,9,6,10,6,not_time_bound,0.444444444
5265,88,0,Moderate,Moderate,Moderate,Moderate,4,2,B,A,2,8,10,6,not_time_bound,0.611111111
5273,2,0,Moderate,Moderate,Challenging,Challenging,4,3,A,A,1,1,10,5,not_time_bound,0.551219512
5269,2,0,Challenging,Challenging,Challenging,Challenging,4,3,A,A,1,1,9,4,not_time_bound,0.551219512
5267,8,0,Challenging,Challenging,Challenging,Challenging,4,3,A,C,1,1,9,4,not_time_bound,0.54025974
5274,8,0,Challenging,Challenging,Challenging,Challenging,4,3,A,A,1,1,9,4,not_time_bound,0.54025974
5275,9,0,Challenging,Challenging,Challenging,Challenging,4,3,A,A,1,1,9,4,not_time_bound,0.74796748
5270,15,0,Challenging,Challenging,Challenging,Challenging,4,3,A,A,1,1,9,4,not_time_bound,0.571658615
5271,17,0,Moderate,Moderate,Challenging,Challenging,4,3,A,D,1,1,10,5,not_time_bound,0.608264463
5276,20,0,Challenging,Challenging,Challenging,Challenging,4,3,A,A,1,1,9,4,not_time_bound,0.498896247
5272,22,0,Challenging,Challenging,Challenging,Challenging,4,3,A,A,1,1,9,4,not_time_bound,0.604774536
5268,23,0,Challenging,Challenging,Challenging,Challenging,4,3,A,D,1,1,9,4,not_time_bound,0.594202899
5277,23,0,Challenging,Challenging,Challenging,Challenging,4,3,A,A,1,1,9,4,not_time_bound,0.594202899
5284,31,0,Moderate,Moderate,Challenging,Challenging,4,3,A,A,16,8,10,5,not_time_bound,0.35042735
5280,33,0,Moderate,Moderate,Challenging,Challenging,4,3,A,A,6,7,10,5,not_time_bound,0.637554585
5286,34,0,Moderate,Moderate,Challenging,Challenging,4,3,A,A,2,8,10,5,not_time_bound,0.598802395
5281,46,0,Difficult,Difficult,Difficult,Difficult,4,3,A,A,8,7,7,3,not_time_bound,0.592592593
5282,46,0,Difficult,Difficult,Difficult,Difficult,4,3,A,A,7,7,7,3,not_time_bound,0.592592593
5279,82,0,Moderate,Moderate,Moderate,Moderate,4,3,A,A,4,5,10,6,not_time_bound,0.631578947
5278,85,0,Moderate,Moderate,Moderate,Moderate,4,3,A,A,1,1,10,6,not_time_bound,0.49122807
5283,87,0,Moderate,Moderate,Moderate,Moderate,4,3,A,B,9,6,10,6,not_time_bound,0.444444444
5285,88,0,Moderate,Moderate,Moderate,Moderate,4,3,A,A,2,8,10,6,not_time_bound,0.611111111
5293,2,0,Moderate,Moderate,Challenging,Challenging,4,2,D,B,1,1,10,5,not_time_bound,0.551219512
5289,2,0,Challenging,Challenging,Challenging,Challenging,4,2,D,A,1,1,9,4,not_time_bound,0.551219512
5287,8,0,Challenging,Challenging,Challenging,Challenging,4,2,D,D,1,1,9,4,not_time_bound,0.54025974
5294,8,0,Challenging,Challenging,Challenging,Challenging,4,2,D,C,1,1,9,4,not_time_bound,0.54025974
5295,9,0,Challenging,Challenging,Challenging,Challenging,4,2,D,C,1,1,9,4,not_time_bound,0.74796748
5290,15,0,Challenging,Challenging,Challenging,Challenging,4,2,D,C,1,1,9,4,not_time_bound,0.571658615
5291,17,0,Moderate,Moderate,Challenging,Challenging,4,2,D,B,1,1,10,5,not_time_bound,0.608264463
5296,20,0,Challenging,Challenging,Challenging,Challenging,4,2,D,D,1,1,9,4,not_time_bound,0.498896247
5292,22,0,Challenging,Challenging,Challenging,Challenging,4,2,D,NotAttended,1,1,9,4,not_time_bound,0.604774536
5288,23,0,Challenging,Challenging,Challenging,Challenging,4,2,D,A,1,1,9,4,not_time_bound,0.594202899
5297,23,0,Challenging,Challenging,Challenging,Challenging,4,2,D,C,1,1,9,4,not_time_bound,0.594202899
5304,31,0,Moderate,Moderate,Challenging,Challenging,4,2,D,C,16,8,10,5,not_time_bound,0.35042735
5300,33,0,Moderate,Moderate,Challenging,Challenging,4,2,D,C,6,7,10,5,not_time_bound,0.637554585
5306,34,0,Moderate,Moderate,Challenging,Challenging,4,2,D,D,2,8,10,5,not_time_bound,0.598802395
5301,46,0,Difficult,Difficult,Difficult,Difficult,4,2,D,C,8,7,7,3,not_time_bound,0.592592593
5302,46,0,Difficult,Difficult,Difficult,Difficult,4,2,D,D,7,7,7,3,not_time_bound,0.592592593
5299,82,0,Moderate,Moderate,Moderate,Moderate,4,2,D,D,4,5,10,6,not_time_bound,0.631578947
5298,85,0,Moderate,Moderate,Moderate,Moderate,4,2,D,A,1,1,10,6,not_time_bound,0.49122807
5303,87,0,Moderate,Moderate,Moderate,Moderate,4,2,D,D,9,6,10,6,not_time_bound,0.444444444
5305,88,0,Moderate,Moderate,Moderate,Moderate,4,2,D,B,2,8,10,6,not_time_bound,0.611111111
5313,2,0,Moderate,Moderate,Challenging,Challenging,3,2,B,B,1,1,10,5,not_time_bound,0.551219512
5309,2,0,Challenging,Challenging,Challenging,Challenging,3,2,B,D,1,1,9,4,not_time_bound,0.551219512
5307,8,0,Challenging,Challenging,Challenging,Challenging,3,2,B,B,1,1,9,4,not_time_bound,0.54025974
5314,8,0,Challenging,Challenging,Challenging,Challenging,3,2,B,B,1,1,9,4,not_time_bound,0.54025974
5315,9,0,Challenging,Challenging,Challenging,Challenging,3,2,B,B,1,1,9,4,not_time_bound,0.74796748
5310,15,0,Challenging,Challenging,Challenging,Challenging,3,2,B,B,1,1,9,4,not_time_bound,0.571658615
5311,17,0,Moderate,Moderate,Challenging,Challenging,3,2,B,A,1,1,10,5,not_time_bound,0.608264463
5316,20,0,Challenging,Challenging,Challenging,Challenging,3,2,B,D,1,1,9,4,not_time_bound,0.498896247
5312,22,0,Challenging,Challenging,Challenging,Challenging,3,2,B,A,1,1,9,4,not_time_bound,0.604774536
5308,23,0,Challenging,Challenging,Challenging,Challenging,3,2,B,A,1,1,9,4,not_time_bound,0.594202899
5317,23,0,Challenging,Challenging,Challenging,Challenging,3,2,B,B,1,1,9,4,not_time_bound,0.594202899
5324,31,0,Moderate,Moderate,Challenging,Challenging,3,2,B,A,16,8,10,5,not_time_bound,0.35042735
5320,33,0,Moderate,Moderate,Challenging,Challenging,3,2,B,B,6,7,10,5,not_time_bound,0.637554585
5326,34,0,Moderate,Moderate,Challenging,Challenging,3,2,B,B,2,8,10,5,not_time_bound,0.598802395
5321,46,0,Difficult,Difficult,Difficult,Difficult,3,2,B,B,8,7,7,3,not_time_bound,0.592592593
5322,46,0,Difficult,Difficult,Difficult,Difficult,3,2,B,B,7,7,7,3,not_time_bound,0.592592593
5319,82,0,Moderate,Moderate,Moderate,Moderate,3,2,B,D,4,5,10,6,not_time_bound,0.631578947
5318,85,0,Moderate,Moderate,Moderate,Moderate,3,2,B,B,1,1,10,6,not_time_bound,0.49122807
5323,87,0,Moderate,Moderate,Moderate,Moderate,3,2,B,B,9,6,10,6,not_time_bound,0.444444444
5325,88,0,Moderate,Moderate,Moderate,Moderate,3,2,B,A,2,8,10,6,not_time_bound,0.611111111
5333,2,0,Moderate,Moderate,Challenging,Challenging,4,3,C,B,1,1,10,5,not_time_bound,0.551219512
5329,2,0,Challenging,Challenging,Challenging,Challenging,4,3,C,D,1,1,9,4,not_time_bound,0.551219512
5327,8,0,Challenging,Challenging,Challenging,Challenging,4,3,C,C,1,1,9,4,not_time_bound,0.54025974
5334,8,0,Challenging,Challenging,Challenging,Challenging,4,3,C,C,1,1,9,4,not_time_bound,0.54025974
5335,9,0,Challenging,Challenging,Challenging,Challenging,4,3,C,C,1,1,9,4,not_time_bound,0.74796748
5330,15,0,Challenging,Challenging,Challenging,Challenging,4,3,C,D,1,1,9,4,not_time_bound,0.571658615
5331,17,0,Moderate,Moderate,Challenging,Challenging,4,3,C,C,1,1,10,5,not_time_bound,0.608264463
5336,20,0,Challenging,Challenging,Challenging,Challenging,4,3,C,C,1,1,9,4,not_time_bound,0.498896247
5332,22,0,Challenging,Challenging,Challenging,Challenging,4,3,C,C,1,1,9,4,not_time_bound,0.604774536
5328,23,0,Challenging,Challenging,Challenging,Challenging,4,3,C,B,1,1,9,4,not_time_bound,0.594202899
5337,23,0,Challenging,Challenging,Challenging,Challenging,4,3,C,C,1,1,9,4,not_time_bound,0.594202899
5344,31,0,Moderate,Moderate,Challenging,Challenging,4,3,C,D,16,8,10,5,not_time_bound,0.35042735
5340,33,0,Moderate,Moderate,Challenging,Challenging,4,3,C,C,6,7,10,5,not_time_bound,0.637554585
5346,34,0,Moderate,Moderate,Challenging,Challenging,4,3,C,C,2,8,10,5,not_time_bound,0.598802395
5341,46,0,Difficult,Difficult,Difficult,Difficult,4,3,C,C,8,7,7,3,not_time_bound,0.592592593
5342,46,0,Difficult,Difficult,Difficult,Difficult,4,3,C,C,7,7,7,3,not_time_bound,0.592592593
5339,82,0,Moderate,Moderate,Moderate,Moderate,4,3,C,C,4,5,10,6,not_time_bound,0.631578947
5338,85,0,Moderate,Moderate,Moderate,Moderate,4,3,C,C,1,1,10,6,not_time_bound,0.49122807
5343,87,0,Moderate,Moderate,Moderate,Moderate,4,3,C,A,9,6,10,6,not_time_bound,0.444444444
5345,88,0,Moderate,Moderate,Moderate,Moderate,4,3,C,C,2,8,10,6,not_time_bound,0.611111111
5353,2,0,Moderate,Moderate,Challenging,Challenging,4,2,A,C,1,1,10,5,not_time_bound,0.551219512
5349,2,0,Challenging,Challenging,Challenging,Challenging,4,2,A,B,1,1,9,4,not_time_bound,0.551219512
5347,8,0,Challenging,Challenging,Challenging,Challenging,4,2,A,D,1,1,9,4,not_time_bound,0.54025974
5354,8,0,Challenging,Challenging,Challenging,Challenging,4,2,A,D,1,1,9,4,not_time_bound,0.54025974
5355,9,0,Challenging,Challenging,Challenging,Challenging,4,2,A,A,1,1,9,4,not_time_bound,0.74796748
5350,15,0,Challenging,Challenging,Challenging,Challenging,4,2,A,D,1,1,9,4,not_time_bound,0.571658615
5351,17,0,Moderate,Moderate,Challenging,Challenging,4,2,A,D,1,1,10,5,not_time_bound,0.608264463
5356,20,0,Challenging,Challenging,Challenging,Challenging,4,2,A,C,1,1,9,4,not_time_bound,0.498896247
5352,22,0,Challenging,Challenging,Challenging,Challenging,4,2,A,A,1,1,9,4,not_time_bound,0.604774536
5348,23,0,Challenging,Challenging,Challenging,Challenging,4,2,A,D,1,1,9,4,not_time_bound,0.594202899
5357,23,0,Challenging,Challenging,Challenging,Challenging,4,2,A,D,1,1,9,4,not_time_bound,0.594202899
5364,31,0,Moderate,Moderate,Challenging,Challenging,4,2,A,A,16,8,10,5,not_time_bound,0.35042735
5360,33,0,Moderate,Moderate,Challenging,Challenging,4,2,A,D,6,7,10,5,not_time_bound,0.637554585
5366,34,0,Moderate,Moderate,Challenging,Challenging,4,2,A,A,2,8,10,5,not_time_bound,0.598802395
5361,46,0,Difficult,Difficult,Difficult,Difficult,4,2,A,B,8,7,7,3,not_time_bound,0.592592593
