id,student_id,genre,vocabulary_and_language_complexity,sentence_structure,themes_and_content,overall,question_text,question_difficulty,question_type_id,question_type,correct_answer,answer_by_student,exam_hour,attention_level,student_age,student_grade,time_bound,correctness_ratio_by_student,comparison_result
10053,2,5,Moderate,Moderate,Moderate,Moderate,What does the phrase 'who made his pile' mean?,4,1,2,C,C,1,1,10,5,not_time_bound,0.551219512,1
10051,8,5,Challenging,Challenging,Challenging,Challenging,What does the phrase 'who made his pile' mean?,4,1,2,C,B,1,1,9,4,not_time_bound,0.54025974,0
10057,9,5,Challenging,Challenging,Challenging,Challenging,What does the phrase 'who made his pile' mean?,4,1,2,C,C,1,1,9,4,not_time_bound,0.74796748,1
10052,12,5,Challenging,Challenging,Challenging,Challenging,What does the phrase 'who made his pile' mean?,4,1,2,C,C,1,1,9,4,not_time_bound,0.557291667,1
10049,15,5,Challenging,Challenging,Challenging,Challenging,What does the phrase 'who made his pile' mean?,4,1,2,C,C,1,1,9,4,not_time_bound,0.571658615,1
10050,17,5,Moderate,Moderate,Moderate,Moderate,What does the phrase 'who made his pile' mean?,4,1,2,C,C,1,1,10,5,not_time_bound,0.608264463,1
10055,20,5,Challenging,Challenging,Challenging,Challenging,What does the phrase 'who made his pile' mean?,4,1,2,C,B,1,1,9,4,not_time_bound,0.498896247,0
10054,22,5,Challenging,Challenging,Challenging,Challenging,What does the phrase 'who made his pile' mean?,4,1,2,C,C,1,1,9,4,not_time_bound,0.604774536,1
10058,23,5,Challenging,Challenging,Challenging,Challenging,What does the phrase 'who made his pile' mean?,4,1,2,C,C,1,1,9,4,not_time_bound,0.594202899,1
10056,85,5,Moderate,Moderate,Moderate,Moderate,What does the phrase 'who made his pile' mean?,4,1,2,C,C,1,1,10,6,not_time_bound,0.49122807,1
10063,2,5,Moderate,Moderate,Moderate,Moderate,What does it mean that 'few could ride beside him' mean about Harrison?,3,1,2,B,A,1,1,10,5,not_time_bound,0.551219512,0
10061,8,5,Challenging,Challenging,Challenging,Challenging,What does it mean that 'few could ride beside him' mean about Harrison?,3,1,2,B,B,1,1,9,4,not_time_bound,0.54025974,1
10067,9,5,Challenging,Challenging,Challenging,Challenging,What does it mean that 'few could ride beside him' mean about Harrison?,3,1,2,B,B,1,1,9,4,not_time_bound,0.74796748,1
10062,12,5,Challenging,Challenging,Challenging,Challenging,What does it mean that 'few could ride beside him' mean about Harrison?,3,1,2,B,B,1,1,9,4,not_time_bound,0.557291667,1
10059,15,5,Challenging,Challenging,Challenging,Challenging,What does it mean that 'few could ride beside him' mean about Harrison?,3,1,2,B,B,1,1,9,4,not_time_bound,0.571658615,1
10060,17,5,Moderate,Moderate,Moderate,Moderate,What does it mean that 'few could ride beside him' mean about Harrison?,3,1,2,B,B,1,1,10,5,not_time_bound,0.608264463,1
10065,20,5,Challenging,Challenging,Challenging,Challenging,What does it mean that 'few could ride beside him' mean about Harrison?,3,1,2,B,B,1,1,9,4,not_time_bound,0.498896247,1
10064,22,5,Challenging,Challenging,Challenging,Challenging,What does it mean that 'few could ride beside him' mean about Harrison?,3,1,2,B,B,1,1,9,4,not_time_bound,0.604774536,1
10068,23,5,Challenging,Challenging,Challenging,Challenging,What does it mean that 'few could ride beside him' mean about Harrison?,3,1,2,B,B,1,1,9,4,not_time_bound,0.594202899,1
10066,85,5,Moderate,Moderate,Moderate,Moderate,What does it mean that 'few could ride beside him' mean about Harrison?,3,1,2,B,A,1,1,10,6,not_time_bound,0.49122807,0
10073,2,5,Moderate,Moderate,Moderate,Moderate,What do we learn about Clancy?,2,1,2,A,D,1,1,10,5,not_time_bound,0.551219512,0
10071,8,5,Challenging,Challenging,Challenging,Challenging,What do we learn about Clancy?,2,1,2,A,A,1,1,9,4,not_time_bound,0.54025974,1
10077,9,5,Challenging,Challenging,Challenging,Challenging,What do we learn about Clancy?,2,1,2,A,A,1,1,9,4,not_time_bound,0.74796748,1
10072,12,5,Challenging,Challenging,Challenging,Challenging,What do we learn about Clancy?,2,1,2,A,A,1,1,9,4,not_time_bound,0.557291667,1
10069,15,5,Challenging,Challenging,Challenging,Challenging,What do we learn about Clancy?,2,1,2,A,A,1,1,9,4,not_time_bound,0.571658615,1
10070,17,5,Moderate,Moderate,Moderate,Moderate,What do we learn about Clancy?,2,1,2,A,A,1,1,10,5,not_time_bound,0.608264463,1
10075,20,5,Challenging,Challenging,Challenging,Challenging,What do we learn about Clancy?,2,1,2,A,A,1,1,9,4,not_time_bound,0.498896247,1
10074,22,5,Challenging,Challenging,Challenging,Challenging,What do we learn about Clancy?,2,1,2,A,A,1,1,9,4,not_time_bound,0.604774536,1
10078,23,5,Challenging,Challenging,Challenging,Challenging,What do we learn about Clancy?,2,1,2,A,A,1,1,9,4,not_time_bound,0.594202899,1
10076,85,5,Moderate,Moderate,Moderate,Moderate,What do we learn about Clancy?,2,1,2,A,C,1,1,10,6,not_time_bound,0.49122807,0
10083,2,5,Moderate,Moderate,Moderate,Moderate,What does the word stripling tell us about the rider?,3,1,2,D,B,1,1,10,5,not_time_bound,0.551219512,0
10081,8,5,Challenging,Challenging,Challenging,Challenging,What does the word stripling tell us about the rider?,3,1,2,D,C,1,1,9,4,not_time_bound,0.54025974,0
10087,9,5,Challenging,Challenging,Challenging,Challenging,What does the word stripling tell us about the rider?,3,1,2,D,D,1,1,9,4,not_time_bound,0.74796748,1
10082,12,5,Challenging,Challenging,Challenging,Challenging,What does the word stripling tell us about the rider?,3,1,2,D,C,1,1,9,4,not_time_bound,0.557291667,0
10079,15,5,Challenging,Challenging,Challenging,Challenging,What does the word stripling tell us about the rider?,3,1,2,D,A,1,1,9,4,not_time_bound,0.571658615,0
10080,17,5,Moderate,Moderate,Moderate,Moderate,What does the word stripling tell us about the rider?,3,1,2,D,A,1,1,10,5,not_time_bound,0.608264463,0
10085,20,5,Challenging,Challenging,Challenging,Challenging,What does the word stripling tell us about the rider?,3,1,2,D,C,1,1,9,4,not_time_bound,0.498896247,0
10084,22,5,Challenging,Challenging,Challenging,Challenging,What does the word stripling tell us about the rider?,3,1,2,D,NotAttended,1,1,9,4,not_time_bound,0.604774536,0
10088,23,5,Challenging,Challenging,Challenging,Challenging,What does the word stripling tell us about the rider?,3,1,2,D,C,1,1,9,4,not_time_bound,0.594202899,0
10086,85,5,Moderate,Moderate,Moderate,Moderate,What does the word stripling tell us about the rider?,3,1,2,D,D,1,1,10,6,not_time_bound,0.49122807,1
10093,2,5,Moderate,Moderate,Moderate,Moderate,What do we learn about the stripling's weedy horse?,3,1,2,A,A,1,1,10,5,not_time_bound,0.551219512,1
10091,8,5,Challenging,Challenging,Challenging,Challenging,What do we learn about the stripling's weedy horse?,3,1,2,A,D,1,1,9,4,not_time_bound,0.54025974,0
10097,9,5,Challenging,Challenging,Challenging,Challenging,What do we learn about the stripling's weedy horse?,3,1,2,A,A,1,1,9,4,not_time_bound,0.74796748,1
10092,12,5,Challenging,Challenging,Challenging,Challenging,What do we learn about the stripling's weedy horse?,3,1,2,A,A,1,1,9,4,not_time_bound,0.557291667,1
10089,15,5,Challenging,Challenging,Challenging,Challenging,What do we learn about the stripling's weedy horse?,3,1,2,A,D,1,1,9,4,not_time_bound,0.571658615,0
10090,17,5,Moderate,Moderate,Moderate,Moderate,What do we learn about the stripling's weedy horse?,3,1,2,A,A,1,1,10,5,not_time_bound,0.608264463,1
10095,20,5,Challenging,Challenging,Challenging,Challenging,What do we learn about the stripling's weedy horse?,3,1,2,A,A,1,1,9,4,not_time_bound,0.498896247,1
10094,22,5,Challenging,Challenging,Challenging,Challenging,What do we learn about the stripling's weedy horse?,3,1,2,A,A,1,1,9,4,not_time_bound,0.604774536,1
10098,23,5,Challenging,Challenging,Challenging,Challenging,What do we learn about the stripling's weedy horse?,3,1,2,A,B,1,1,9,4,not_time_bound,0.594202899,0
10096,85,5,Moderate,Moderate,Moderate,Moderate,What do we learn about the stripling's weedy horse?,3,1,2,A,C,1,1,10,6,not_time_bound,0.49122807,0
10103,2,5,Moderate,Moderate,Moderate,Moderate,Which one of these statements are true?,3,1,2,C,D,1,1,10,5,not_time_bound,0.551219512,0
10101,8,5,Challenging,Challenging,Challenging,Challenging,Which one of these statements are true?,3,1,2,C,A,1,1,9,4,not_time_bound,0.54025974,0
10107,9,5,Challenging,Challenging,Challenging,Challenging,Which one of these statements are true?,3,1,2,C,D,1,1,9,4,not_time_bound,0.74796748,0
10102,12,5,Challenging,Challenging,Challenging,Challenging,Which one of these statements are true?,3,1,2,C,D,1,1,9,4,not_time_bound,0.557291667,0
10099,15,5,Challenging,Challenging,Challenging,Challenging,Which one of these statements are true?,3,1,2,C,C,1,1,9,4,not_time_bound,0.571658615,1
10100,17,5,Moderate,Moderate,Moderate,Moderate,Which one of these statements are true?,3,1,2,C,D,1,1,10,5,not_time_bound,0.608264463,0
10105,20,5,Challenging,Challenging,Challenging,Challenging,Which one of these statements are true?,3,1,2,C,A,1,1,9,4,not_time_bound,0.498896247,0
10104,22,5,Challenging,Challenging,Challenging,Challenging,Which one of these statements are true?,3,1,2,C,D,1,1,9,4,not_time_bound,0.604774536,0
10108,23,5,Challenging,Challenging,Challenging,Challenging,Which one of these statements are true?,3,1,2,C,D,1,1,9,4,not_time_bound,0.594202899,0
10106,85,5,Moderate,Moderate,Moderate,Moderate,Which one of these statements are true?,3,1,2,C,D,1,1,10,6,not_time_bound,0.49122807,0
10113,2,5,Moderate,Moderate,Moderate,Moderate,Who warned the stripling not to ride?,2,1,2,A,D,1,1,10,5,not_time_bound,0.551219512,0
10111,8,5,Challenging,Challenging,Challenging,Challenging,Who warned the stripling not to ride?,2,1,2,A,C,1,1,9,4,not_time_bound,0.54025974,0
10117,9,5,Challenging,Challenging,Challenging,Challenging,Who warned the stripling not to ride?,2,1,2,A,A,1,1,9,4,not_time_bound,0.74796748,1
10112,12,5,Challenging,Challenging,Challenging,Challenging,Who warned the stripling not to ride?,2,1,2,A,B,1,1,9,4,not_time_bound,0.557291667,0
10109,15,5,Challenging,Challenging,Challenging,Challenging,Who warned the stripling not to ride?,2,1,2,A,B,1,1,9,4,not_time_bound,0.571658615,0
10110,17,5,Moderate,Moderate,Moderate,Moderate,Who warned the stripling not to ride?,2,1,2,A,A,1,1,10,5,not_time_bound,0.608264463,1
10115,20,5,Challenging,Challenging,Challenging,Challenging,Who warned the stripling not to ride?,2,1,2,A,A,1,1,9,4,not_time_bound,0.498896247,1
10114,22,5,Challenging,Challenging,Challenging,Challenging,Who warned the stripling not to ride?,2,1,2,A,A,1,1,9,4,not_time_bound,0.604774536,1
10118,23,5,Challenging,Challenging,Challenging,Challenging,Who warned the stripling not to ride?,2,1,2,A,A,1,1,9,4,not_time_bound,0.594202899,1
10116,85,5,Moderate,Moderate,Moderate,Moderate,Who warned the stripling not to ride?,2,1,2,A,A,1,1,10,6,not_time_bound,0.49122807,1
10123,2,5,Moderate,Moderate,Moderate,Moderate,Why does Clancy recommend that the stripling comes with them?,3,1,2,C,D,1,1,10,5,not_time_bound,0.551219512,0
10121,8,5,Challenging,Challenging,Challenging,Challenging,Why does Clancy recommend that the stripling comes with them?,3,1,2,C,B,1,1,9,4,not_time_bound,0.54025974,0
10127,9,5,Challenging,Challenging,Challenging,Challenging,Why does Clancy recommend that the stripling comes with them?,3,1,2,C,B,1,1,9,4,not_time_bound,0.74796748,0
10122,12,5,Challenging,Challenging,Challenging,Challenging,Why does Clancy recommend that the stripling comes with them?,3,1,2,C,C,1,1,9,4,not_time_bound,0.557291667,1
10119,15,5,Challenging,Challenging,Challenging,Challenging,Why does Clancy recommend that the stripling comes with them?,3,1,2,C,B,1,1,9,4,not_time_bound,0.571658615,0
10120,17,5,Moderate,Moderate,Moderate,Moderate,Why does Clancy recommend that the stripling comes with them?,3,1,2,C,B,1,1,10,5,not_time_bound,0.608264463,0
10125,20,5,Challenging,Challenging,Challenging,Challenging,Why does Clancy recommend that the stripling comes with them?,3,1,2,C,C,1,1,9,4,not_time_bound,0.498896247,1
10124,22,5,Challenging,Challenging,Challenging,Challenging,Why does Clancy recommend that the stripling comes with them?,3,1,2,C,D,1,1,9,4,not_time_bound,0.604774536,0
10128,23,5,Challenging,Challenging,Challenging,Challenging,Why does Clancy recommend that the stripling comes with them?,3,1,2,C,C,1,1,9,4,not_time_bound,0.594202899,1
10126,85,5,Moderate,Moderate,Moderate,Moderate,Why does Clancy recommend that the stripling comes with them?,3,1,2,C,B,1,1,10,6,not_time_bound,0.49122807,0
10133,2,5,Moderate,Moderate,Moderate,Moderate,What was not an order from the old man?,4,1,2,D,D,1,1,10,5,not_time_bound,0.551219512,1
10131,8,5,Challenging,Challenging,Challenging,Challenging,What was not an order from the old man?,4,1,2,D,D,1,1,9,4,not_time_bound,0.54025974,1
10137,9,5,Challenging,Challenging,Challenging,Challenging,What was not an order from the old man?,4,1,2,D,D,1,1,9,4,not_time_bound,0.74796748,1
10132,12,5,Challenging,Challenging,Challenging,Challenging,What was not an order from the old man?,4,1,2,D,A,1,1,9,4,not_time_bound,0.557291667,0
10129,15,5,Challenging,Challenging,Challenging,Challenging,What was not an order from the old man?,4,1,2,D,D,1,1,9,4,not_time_bound,0.571658615,1
10130,17,5,Moderate,Moderate,Moderate,Moderate,What was not an order from the old man?,4,1,2,D,D,1,1,10,5,not_time_bound,0.608264463,1
10135,20,5,Challenging,Challenging,Challenging,Challenging,What was not an order from the old man?,4,1,2,D,D,1,1,9,4,not_time_bound,0.498896247,1
10134,22,5,Challenging,Challenging,Challenging,Challenging,What was not an order from the old man?,4,1,2,D,D,1,1,9,4,not_time_bound,0.604774536,1
10138,23,5,Challenging,Challenging,Challenging,Challenging,What was not an order from the old man?,4,1,2,D,C,1,1,9,4,not_time_bound,0.594202899,0
10136,85,5,Moderate,Moderate,Moderate,Moderate,What was not an order from the old man?,4,1,2,D,D,1,1,10,6,not_time_bound,0.49122807,1
10139,12,5,Difficult,Difficult,Difficult,Difficult,What does the poet mean when they say Âmore temperate?,3,1,2,D,D,1,1,9,4,not_time_bound,0.557291667,1
10140,15,5,Difficult,Difficult,Difficult,Difficult,What does the poet mean when they say Âmore temperate?,3,1,2,D,C,1,1,9,4,not_time_bound,0.571658615,0
10141,17,5,Difficult,Challenging,Challenging,Challenging,What does the poet mean when they say Âmore temperate?,3,1,2,D,D,1,1,10,5,not_time_bound,0.608264463,1
10142,22,5,Difficult,Difficult,Difficult,Difficult,What does the poet mean when they say Âmore temperate?,3,1,2,D,B,1,1,9,4,not_time_bound,0.604774536,0
10144,23,5,Difficult,Difficult,Difficult,Difficult,What does the poet mean when they say Âmore temperate?,3,1,2,D,D,1,1,9,4,not_time_bound,0.594202899,1
10143,27,5,Difficult,Challenging,Challenging,Challenging,What does the poet mean when they say Âmore temperate?,3,1,2,D,A,1,1,10,5,not_time_bound,0.429594272,0
10145,12,5,Difficult,Difficult,Difficult,Difficult,What impact does the wind have on the flowers?,2,1,2,C,C,1,1,9,4,not_time_bound,0.557291667,1
10146,15,5,Difficult,Difficult,Difficult,Difficult,What impact does the wind have on the flowers?,2,1,2,C,D,1,1,9,4,not_time_bound,0.571658615,0
10147,17,5,Difficult,Challenging,Challenging,Challenging,What impact does the wind have on the flowers?,2,1,2,C,A,1,1,10,5,not_time_bound,0.608264463,0
10148,22,5,Difficult,Difficult,Difficult,Difficult,What impact does the wind have on the flowers?,2,1,2,C,D,1,1,9,4,not_time_bound,0.604774536,0
10150,23,5,Difficult,Difficult,Difficult,Difficult,What impact does the wind have on the flowers?,2,1,2,C,B,1,1,9,4,not_time_bound,0.594202899,0
10149,27,5,Difficult,Challenging,Challenging,Challenging,What impact does the wind have on the flowers?,2,1,2,C,C,1,1,10,5,not_time_bound,0.429594272,1
10151,12,5,Difficult,Difficult,Difficult,Difficult,What does the poet mean by Âall too short a date?,4,1,2,A,A,1,1,9,4,not_time_bound,0.557291667,1
10152,15,5,Difficult,Difficult,Difficult,Difficult,What does the poet mean by Âall too short a date?,4,1,2,A,A,1,1,9,4,not_time_bound,0.571658615,1
10153,17,5,Difficult,Challenging,Challenging,Challenging,What does the poet mean by Âall too short a date?,4,1,2,A,A,1,1,10,5,not_time_bound,0.608264463,1
10154,22,5,Difficult,Difficult,Difficult,Difficult,What does the poet mean by Âall too short a date?,4,1,2,A,A,1,1,9,4,not_time_bound,0.604774536,1
10156,23,5,Difficult,Difficult,Difficult,Difficult,What does the poet mean by Âall too short a date?,4,1,2,A,A,1,1,9,4,not_time_bound,0.594202899,1
10155,27,5,Difficult,Challenging,Challenging,Challenging,What does the poet mean by Âall too short a date?,4,1,2,A,C,1,1,10,5,not_time_bound,0.429594272,0
10157,12,5,Difficult,Difficult,Difficult,Difficult,What is the Âeye of heaven?,3,1,2,B,B,1,1,9,4,not_time_bound,0.557291667,1
10158,15,5,Difficult,Difficult,Difficult,Difficult,What is the Âeye of heaven?,3,1,2,B,B,1,1,9,4,not_time_bound,0.571658615,1
10159,17,5,Difficult,Challenging,Challenging,Challenging,What is the Âeye of heaven?,3,1,2,B,B,1,1,10,5,not_time_bound,0.608264463,1
10160,22,5,Difficult,Difficult,Difficult,Difficult,What is the Âeye of heaven?,3,1,2,B,B,1,1,9,4,not_time_bound,0.604774536,1
10162,23,5,Difficult,Difficult,Difficult,Difficult,What is the Âeye of heaven?,3,1,2,B,B,1,1,9,4,not_time_bound,0.594202899,1
10161,27,5,Difficult,Challenging,Challenging,Challenging,What is the Âeye of heaven?,3,1,2,B,B,1,1,10,5,not_time_bound,0.429594272,1
10163,12,5,Difficult,Difficult,Difficult,Difficult,ÂAnd every fair from fair sometime declines What does the poet mean by this?,4,1,2,D,D,1,1,9,4,not_time_bound,0.557291667,1
10164,15,5,Difficult,Difficult,Difficult,Difficult,ÂAnd every fair from fair sometime declines What does the poet mean by this?,4,1,2,D,D,1,1,9,4,not_time_bound,0.571658615,1
10165,17,5,Difficult,Challenging,Challenging,Challenging,ÂAnd every fair from fair sometime declines What does the poet mean by this?,4,1,2,D,D,1,1,10,5,not_time_bound,0.608264463,1
10166,22,5,Difficult,Difficult,Difficult,Difficult,ÂAnd every fair from fair sometime declines What does the poet mean by this?,4,1,2,D,D,1,1,9,4,not_time_bound,0.604774536,1
10168,23,5,Difficult,Difficult,Difficult,Difficult,ÂAnd every fair from fair sometime declines What does the poet mean by this?,4,1,2,D,A,1,1,9,4,not_time_bound,0.594202899,0
10167,27,5,Difficult,Challenging,Challenging,Challenging,ÂAnd every fair from fair sometime declines What does the poet mean by this?,4,1,2,D,D,1,1,10,5,not_time_bound,0.429594272,1
10169,12,5,Difficult,Difficult,Difficult,Difficult,How does the poet start their poem?,1,1,2,C,C,1,1,9,4,not_time_bound,0.557291667,1
10170,15,5,Difficult,Difficult,Difficult,Difficult,How does the poet start their poem?,1,1,2,C,C,1,1,9,4,not_time_bound,0.571658615,1
10171,17,5,Difficult,Challenging,Challenging,Challenging,How does the poet start their poem?,1,1,2,C,C,1,1,10,5,not_time_bound,0.608264463,1
10172,22,5,Difficult,Difficult,Difficult,Difficult,How does the poet start their poem?,1,1,2,C,C,1,1,9,4,not_time_bound,0.604774536,1
10174,23,5,Difficult,Difficult,Difficult,Difficult,How does the poet start their poem?,1,1,2,C,C,1,1,9,4,not_time_bound,0.594202899,1
10173,27,5,Difficult,Challenging,Challenging,Challenging,How does the poet start their poem?,1,1,2,C,C,1,1,10,5,not_time_bound,0.429594272,1
10175,12,5,Difficult,Difficult,Difficult,Difficult,The phrase summers lease suggests,4,1,2,A,C,1,1,9,4,not_time_bound,0.557291667,0
10176,15,5,Difficult,Difficult,Difficult,Difficult,The phrase summers lease suggests,4,1,2,A,D,1,1,9,4,not_time_bound,0.571658615,0
10177,17,5,Difficult,Challenging,Challenging,Challenging,The phrase summers lease suggests,4,1,2,A,B,1,1,10,5,not_time_bound,0.608264463,0
10178,22,5,Difficult,Difficult,Difficult,Difficult,The phrase summers lease suggests,4,1,2,A,C,1,1,9,4,not_time_bound,0.604774536,0
10180,23,5,Difficult,Difficult,Difficult,Difficult,The phrase summers lease suggests,4,1,2,A,B,1,1,9,4,not_time_bound,0.594202899,0
10179,27,5,Difficult,Challenging,Challenging,Challenging,The phrase summers lease suggests,4,1,2,A,A,1,1,10,5,not_time_bound,0.429594272,1
10181,12,5,Difficult,Difficult,Difficult,Difficult,ÂAnd summers lease hath all too short a date Here date means,3,1,2,D,D,1,1,9,4,not_time_bound,0.557291667,1
10182,15,5,Difficult,Difficult,Difficult,Difficult,ÂAnd summers lease hath all too short a date Here date means,3,1,2,D,B,1,1,9,4,not_time_bound,0.571658615,0
10183,17,5,Difficult,Challenging,Challenging,Challenging,ÂAnd summers lease hath all too short a date Here date means,3,1,2,D,D,1,1,10,5,not_time_bound,0.608264463,1
10184,22,5,Difficult,Difficult,Difficult,Difficult,ÂAnd summers lease hath all too short a date Here date means,3,1,2,D,D,1,1,9,4,not_time_bound,0.604774536,1
10186,23,5,Difficult,Difficult,Difficult,Difficult,ÂAnd summers lease hath all too short a date Here date means,3,1,2,D,C,1,1,9,4,not_time_bound,0.594202899,0
10185,27,5,Difficult,Challenging,Challenging,Challenging,ÂAnd summers lease hath all too short a date Here date means,3,1,2,D,A,1,1,10,5,not_time_bound,0.429594272,0
10187,12,5,Difficult,Difficult,Difficult,Difficult,The poet says that every fair,4,1,2,A,A,1,1,9,4,not_time_bound,0.557291667,1
10188,15,5,Difficult,Difficult,Difficult,Difficult,The poet says that every fair,4,1,2,A,A,1,1,9,4,not_time_bound,0.571658615,1
10189,17,5,Difficult,Challenging,Challenging,Challenging,The poet says that every fair,4,1,2,A,A,1,1,10,5,not_time_bound,0.608264463,1
10190,22,5,Difficult,Difficult,Difficult,Difficult,The poet says that every fair,4,1,2,A,A,1,1,9,4,not_time_bound,0.604774536,1
10192,23,5,Difficult,Difficult,Difficult,Difficult,The poet says that every fair,4,1,2,A,B,1,1,9,4,not_time_bound,0.594202899,0
10191,27,5,Difficult,Challenging,Challenging,Challenging,The poet says that every fair,4,1,2,A,A,1,1,10,5,not_time_bound,0.429594272,1
10193,12,5,Difficult,Difficult,Difficult,Difficult,How is the gold complexion of the sun dimmed-,4,1,2,A,A,1,1,9,4,not_time_bound,0.557291667,1
10194,15,5,Difficult,Difficult,Difficult,Difficult,How is the gold complexion of the sun dimmed-,4,1,2,A,A,1,1,9,4,not_time_bound,0.571658615,1
10195,17,5,Difficult,Challenging,Challenging,Challenging,How is the gold complexion of the sun dimmed-,4,1,2,A,A,1,1,10,5,not_time_bound,0.608264463,1
10196,22,5,Difficult,Difficult,Difficult,Difficult,How is the gold complexion of the sun dimmed-,4,1,2,A,A,1,1,9,4,not_time_bound,0.604774536,1
10198,23,5,Difficult,Difficult,Difficult,Difficult,How is the gold complexion of the sun dimmed-,4,1,2,A,A,1,1,9,4,not_time_bound,0.594202899,1
10197,27,5,Difficult,Challenging,Challenging,Challenging,How is the gold complexion of the sun dimmed-,4,1,2,A,B,1,1,10,5,not_time_bound,0.429594272,0
10199,12,5,Difficult,Difficult,Difficult,Difficult,What does the poet mean by the readers Âeternal summer?,4,1,2,D,B,1,1,9,4,not_time_bound,0.557291667,0
10200,15,5,Difficult,Difficult,Difficult,Difficult,What does the poet mean by the readers Âeternal summer?,4,1,2,D,B,1,1,9,4,not_time_bound,0.571658615,0
10201,17,5,Difficult,Challenging,Challenging,Challenging,What does the poet mean by the readers Âeternal summer?,4,1,2,D,D,1,1,10,5,not_time_bound,0.608264463,1
10202,22,5,Difficult,Difficult,Difficult,Difficult,What does the poet mean by the readers Âeternal summer?,4,1,2,D,D,1,1,9,4,not_time_bound,0.604774536,1
10204,23,5,Difficult,Difficult,Difficult,Difficult,What does the poet mean by the readers Âeternal summer?,4,1,2,D,C,1,1,9,4,not_time_bound,0.594202899,0
10203,27,5,Difficult,Challenging,Challenging,Challenging,What does the poet mean by the readers Âeternal summer?,4,1,2,D,D,1,1,10,5,not_time_bound,0.429594272,1
10205,12,5,Difficult,Difficult,Difficult,Difficult,The poet highlights that the summer has some negative sides. Which one of these qualities was not mentioned?,4,1,2,D,B,1,1,9,4,not_time_bound,0.557291667,0
10206,15,5,Difficult,Difficult,Difficult,Difficult,The poet highlights that the summer has some negative sides. Which one of these qualities was not mentioned?,4,1,2,D,D,1,1,9,4,not_time_bound,0.571658615,1
10207,17,5,Difficult,Challenging,Challenging,Challenging,The poet highlights that the summer has some negative sides. Which one of these qualities was not mentioned?,4,1,2,D,D,1,1,10,5,not_time_bound,0.608264463,1
10208,22,5,Difficult,Difficult,Difficult,Difficult,The poet highlights that the summer has some negative sides. Which one of these qualities was not mentioned?,4,1,2,D,D,1,1,9,4,not_time_bound,0.604774536,1
10210,23,5,Difficult,Difficult,Difficult,Difficult,The poet highlights that the summer has some negative sides. Which one of these qualities was not mentioned?,4,1,2,D,B,1,1,9,4,not_time_bound,0.594202899,0
10209,27,5,Difficult,Challenging,Challenging,Challenging,The poet highlights that the summer has some negative sides. Which one of these qualities was not mentioned?,4,1,2,D,D,1,1,10,5,not_time_bound,0.429594272,1
10211,12,5,Difficult,Difficult,Difficult,Difficult,Which word in the poem means something lasts forever?,3,1,2,A,A,1,1,9,4,not_time_bound,0.557291667,1
10212,15,5,Difficult,Difficult,Difficult,Difficult,Which word in the poem means something lasts forever?,3,1,2,A,A,1,1,9,4,not_time_bound,0.571658615,1
10213,17,5,Difficult,Challenging,Challenging,Challenging,Which word in the poem means something lasts forever?,3,1,2,A,A,1,1,10,5,not_time_bound,0.608264463,1
10214,22,5,Difficult,Difficult,Difficult,Difficult,Which word in the poem means something lasts forever?,3,1,2,A,A,1,1,9,4,not_time_bound,0.604774536,1
10216,23,5,Difficult,Difficult,Difficult,Difficult,Which word in the poem means something lasts forever?,3,1,2,A,A,1,1,9,4,not_time_bound,0.594202899,1
10215,27,5,Difficult,Challenging,Challenging,Challenging,Which word in the poem means something lasts forever?,3,1,2,A,A,1,1,10,5,not_time_bound,0.429594272,1
10217,12,5,Difficult,Difficult,Difficult,Difficult,Why did the poet write this poem?,4,1,2,C,C,1,1,9,4,not_time_bound,0.557291667,1
10218,15,5,Difficult,Difficult,Difficult,Difficult,Why did the poet write this poem?,4,1,2,C,C,1,1,9,4,not_time_bound,0.571658615,1
10219,17,5,Difficult,Challenging,Challenging,Challenging,Why did the poet write this poem?,4,1,2,C,C,1,1,10,5,not_time_bound,0.608264463,1
10220,22,5,Difficult,Difficult,Difficult,Difficult,Why did the poet write this poem?,4,1,2,C,C,1,1,9,4,not_time_bound,0.604774536,1
10222,23,5,Difficult,Difficult,Difficult,Difficult,Why did the poet write this poem?,4,1,2,C,C,1,1,9,4,not_time_bound,0.594202899,1
10221,27,5,Difficult,Challenging,Challenging,Challenging,Why did the poet write this poem?,4,1,2,C,C,1,1,10,5,not_time_bound,0.429594272,1
10223,12,5,Difficult,Difficult,Difficult,Difficult,"What effect is created when the poet writes, Ânature's changing course?",4,1,2,B,B,1,1,9,4,not_time_bound,0.557291667,1
10224,15,5,Difficult,Difficult,Difficult,Difficult,"What effect is created when the poet writes, Ânature's changing course?",4,1,2,B,D,1,1,9,4,not_time_bound,0.571658615,0
10225,17,5,Difficult,Challenging,Challenging,Challenging,"What effect is created when the poet writes, Ânature's changing course?",4,1,2,B,B,1,1,10,5,not_time_bound,0.608264463,1
10226,22,5,Difficult,Difficult,Difficult,Difficult,"What effect is created when the poet writes, Ânature's changing course?",4,1,2,B,B,1,1,9,4,not_time_bound,0.604774536,1
10228,23,5,Difficult,Difficult,Difficult,Difficult,"What effect is created when the poet writes, Ânature's changing course?",4,1,2,B,B,1,1,9,4,not_time_bound,0.594202899,1
10227,27,5,Difficult,Challenging,Challenging,Challenging,"What effect is created when the poet writes, Ânature's changing course?",4,1,2,B,D,1,1,10,5,not_time_bound,0.429594272,0
