student_id,genre,vocabulary_and_language_complexity,sentence_structure,themes_and_content,overall,question_difficulty,question_type,exam_hour,attention_level,student_age,student_grade,time_bound,correctness_ratio_by_student
1,4,Difficult,Difficult,Difficult,Difficult,4,2,1,1,8,3,not_time_bound,0.549883991
3,4,Moderate,Moderate,Moderate,Moderate,4,2,1,1,10,5,not_time_bound,0.435897436
16,4,Moderate,Moderate,Moderate,Moderate,4,2,1,1,10,5,not_time_bound,0.438461538
18,4,Moderate,Moderate,Moderate,Moderate,4,2,1,1,10,5,not_time_bound,0.64375
19,4,Moderate,Moderate,Moderate,Moderate,4,2,1,1,10,5,not_time_bound,0.318181818
1,4,Difficult,Difficult,Difficult,Difficult,3,2,1,1,8,3,not_time_bound,0.549883991
3,4,Moderate,Moderate,Moderate,Moderate,3,2,1,1,10,5,not_time_bound,0.435897436
16,4,Moderate,Moderate,Moderate,Moderate,3,2,1,1,10,5,not_time_bound,0.438461538
18,4,Moderate,Moderate,Moderate,Moderate,3,2,1,1,10,5,not_time_bound,0.64375
19,4,Moderate,Moderate,Moderate,Moderate,3,2,1,1,10,5,not_time_bound,0.318181818
1,4,Difficult,Difficult,Difficult,Difficult,4,2,1,1,8,3,not_time_bound,0.549883991
3,4,Moderate,Moderate,Moderate,Moderate,4,2,1,1,10,5,not_time_bound,0.435897436
16,4,Moderate,Moderate,Moderate,Moderate,4,2,1,1,10,5,not_time_bound,0.438461538
18,4,Moderate,Moderate,Moderate,Moderate,4,2,1,1,10,5,not_time_bound,0.64375
19,4,Moderate,Moderate,Moderate,Moderate,4,2,1,1,10,5,not_time_bound,0.318181818
1,4,Difficult,Difficult,Difficult,Difficult,3,2,1,1,8,3,not_time_bound,0.549883991
3,4,Moderate,Moderate,Moderate,Moderate,3,2,1,1,10,5,not_time_bound,0.435897436
16,4,Moderate,Moderate,Moderate,Moderate,3,2,1,1,10,5,not_time_bound,0.438461538
18,4,Moderate,Moderate,Moderate,Moderate,3,2,1,1,10,5,not_time_bound,0.64375
19,4,Moderate,Moderate,Moderate,Moderate,3,2,1,1,10,5,not_time_bound,0.318181818
1,4,Difficult,Difficult,Difficult,Difficult,4,2,1,1,8,3,not_time_bound,0.549883991
3,4,Moderate,Moderate,Moderate,Moderate,4,2,1,1,10,5,not_time_bound,0.435897436
16,4,Moderate,Moderate,Moderate,Moderate,4,2,1,1,10,5,not_time_bound,0.438461538
18,4,Moderate,Moderate,Moderate,Moderate,4,2,1,1,10,5,not_time_bound,0.64375
19,4,Moderate,Moderate,Moderate,Moderate,4,2,1,1,10,5,not_time_bound,0.318181818
2,5,Challenging,Moderate,Moderate,Moderate,4,2,1,1,10,5,not_time_bound,0.551219512
4,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.530120482
6,5,Challenging,Moderate,Moderate,Moderate,4,2,1,1,10,5,not_time_bound,0.432432432
8,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.54025974
15,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.571658615
20,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.498896247
21,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.565683646
22,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.604774536
23,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.594202899
51,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.580882353
52,5,Challenging,Moderate,Moderate,Moderate,4,2,1,1,10,5,not_time_bound,0.337837838
89,5,Moderate,Moderate,Moderate,Moderate,4,2,1,1,117,6,not_time_bound,0.566666667
2,5,Challenging,Moderate,Moderate,Moderate,3,2,1,1,10,5,not_time_bound,0.551219512
4,5,Challenging,Difficult,Challenging,Challenging,3,2,1,1,9,4,not_time_bound,0.530120482
6,5,Challenging,Moderate,Moderate,Moderate,3,2,1,1,10,5,not_time_bound,0.432432432
8,5,Challenging,Difficult,Challenging,Challenging,3,2,1,1,9,4,not_time_bound,0.54025974
15,5,Challenging,Difficult,Challenging,Challenging,3,2,1,1,9,4,not_time_bound,0.571658615
20,5,Challenging,Difficult,Challenging,Challenging,3,2,1,1,9,4,not_time_bound,0.498896247
21,5,Challenging,Difficult,Challenging,Challenging,3,2,1,1,9,4,not_time_bound,0.565683646
22,5,Challenging,Difficult,Challenging,Challenging,3,2,1,1,9,4,not_time_bound,0.604774536
23,5,Challenging,Difficult,Challenging,Challenging,3,2,1,1,9,4,not_time_bound,0.594202899
51,5,Challenging,Difficult,Challenging,Challenging,3,2,1,1,9,4,not_time_bound,0.580882353
52,5,Challenging,Moderate,Moderate,Moderate,3,2,1,1,10,5,not_time_bound,0.337837838
89,5,Moderate,Moderate,Moderate,Moderate,3,2,1,1,117,6,not_time_bound,0.566666667
2,5,Challenging,Moderate,Moderate,Moderate,4,2,1,1,10,5,not_time_bound,0.551219512
4,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.530120482
6,5,Challenging,Moderate,Moderate,Moderate,4,2,1,1,10,5,not_time_bound,0.432432432
8,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.54025974
15,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.571658615
20,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.498896247
21,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.565683646
22,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.604774536
23,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.594202899
51,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.580882353
52,5,Challenging,Moderate,Moderate,Moderate,4,2,1,1,10,5,not_time_bound,0.337837838
89,5,Moderate,Moderate,Moderate,Moderate,4,2,1,1,117,6,not_time_bound,0.566666667
2,5,Challenging,Moderate,Moderate,Moderate,4,2,1,1,10,5,not_time_bound,0.551219512
4,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.530120482
6,5,Challenging,Moderate,Moderate,Moderate,4,2,1,1,10,5,not_time_bound,0.432432432
8,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.54025974
15,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.571658615
20,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.498896247
21,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.565683646
22,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.604774536
23,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.594202899
51,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.580882353
52,5,Challenging,Moderate,Moderate,Moderate,4,2,1,1,10,5,not_time_bound,0.337837838
89,5,Moderate,Moderate,Moderate,Moderate,4,2,1,1,117,6,not_time_bound,0.566666667
2,5,Challenging,Moderate,Moderate,Moderate,4,2,1,1,10,5,not_time_bound,0.551219512
4,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.530120482
6,5,Challenging,Moderate,Moderate,Moderate,4,2,1,1,10,5,not_time_bound,0.432432432
8,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.54025974
15,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.571658615
20,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.498896247
21,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.565683646
22,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.604774536
23,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.594202899
51,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.580882353
52,5,Challenging,Moderate,Moderate,Moderate,4,2,1,1,10,5,not_time_bound,0.337837838
89,5,Moderate,Moderate,Moderate,Moderate,4,2,1,1,117,6,not_time_bound,0.566666667
2,5,Challenging,Moderate,Moderate,Moderate,4,2,1,1,10,5,not_time_bound,0.551219512
4,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.530120482
6,5,Challenging,Moderate,Moderate,Moderate,4,2,1,1,10,5,not_time_bound,0.432432432
8,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.54025974
15,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.571658615
20,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.498896247
21,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.565683646
22,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.604774536
23,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.594202899
51,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.580882353
52,5,Challenging,Moderate,Moderate,Moderate,4,2,1,1,10,5,not_time_bound,0.337837838
89,5,Moderate,Moderate,Moderate,Moderate,4,2,1,1,117,6,not_time_bound,0.566666667
2,5,Challenging,Moderate,Moderate,Moderate,4,2,1,1,10,5,not_time_bound,0.551219512
4,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.530120482
6,5,Challenging,Moderate,Moderate,Moderate,4,2,1,1,10,5,not_time_bound,0.432432432
8,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.54025974
15,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.571658615
20,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.498896247
21,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.565683646
22,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.604774536
23,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.594202899
51,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.580882353
52,5,Challenging,Moderate,Moderate,Moderate,4,2,1,1,10,5,not_time_bound,0.337837838
89,5,Moderate,Moderate,Moderate,Moderate,4,2,1,1,117,6,not_time_bound,0.566666667
2,5,Challenging,Moderate,Moderate,Moderate,2,2,1,1,10,5,not_time_bound,0.551219512
4,5,Challenging,Difficult,Challenging,Challenging,2,2,1,1,9,4,not_time_bound,0.530120482
6,5,Challenging,Moderate,Moderate,Moderate,2,2,1,1,10,5,not_time_bound,0.432432432
8,5,Challenging,Difficult,Challenging,Challenging,2,2,1,1,9,4,not_time_bound,0.54025974
15,5,Challenging,Difficult,Challenging,Challenging,2,2,1,1,9,4,not_time_bound,0.571658615
20,5,Challenging,Difficult,Challenging,Challenging,2,2,1,1,9,4,not_time_bound,0.498896247
21,5,Challenging,Difficult,Challenging,Challenging,2,2,1,1,9,4,not_time_bound,0.565683646
22,5,Challenging,Difficult,Challenging,Challenging,2,2,1,1,9,4,not_time_bound,0.604774536
23,5,Challenging,Difficult,Challenging,Challenging,2,2,1,1,9,4,not_time_bound,0.594202899
51,5,Challenging,Difficult,Challenging,Challenging,2,2,1,1,9,4,not_time_bound,0.580882353
52,5,Challenging,Moderate,Moderate,Moderate,2,2,1,1,10,5,not_time_bound,0.337837838
89,5,Moderate,Moderate,Moderate,Moderate,2,2,1,1,117,6,not_time_bound,0.566666667
2,5,Challenging,Moderate,Moderate,Moderate,3,2,1,1,10,5,not_time_bound,0.551219512
4,5,Challenging,Difficult,Challenging,Challenging,3,2,1,1,9,4,not_time_bound,0.530120482
6,5,Challenging,Moderate,Moderate,Moderate,3,2,1,1,10,5,not_time_bound,0.432432432
8,5,Challenging,Difficult,Challenging,Challenging,3,2,1,1,9,4,not_time_bound,0.54025974
15,5,Challenging,Difficult,Challenging,Challenging,3,2,1,1,9,4,not_time_bound,0.571658615
20,5,Challenging,Difficult,Challenging,Challenging,3,2,1,1,9,4,not_time_bound,0.498896247
21,5,Challenging,Difficult,Challenging,Challenging,3,2,1,1,9,4,not_time_bound,0.565683646
22,5,Challenging,Difficult,Challenging,Challenging,3,2,1,1,9,4,not_time_bound,0.604774536
23,5,Challenging,Difficult,Challenging,Challenging,3,2,1,1,9,4,not_time_bound,0.594202899
51,5,Challenging,Difficult,Challenging,Challenging,3,2,1,1,9,4,not_time_bound,0.580882353
52,5,Challenging,Moderate,Moderate,Moderate,3,2,1,1,10,5,not_time_bound,0.337837838
89,5,Moderate,Moderate,Moderate,Moderate,3,2,1,1,117,6,not_time_bound,0.566666667
2,5,Challenging,Moderate,Moderate,Moderate,4,2,1,1,10,5,not_time_bound,0.551219512
4,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.530120482
6,5,Challenging,Moderate,Moderate,Moderate,4,2,1,1,10,5,not_time_bound,0.432432432
8,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.54025974
15,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.571658615
20,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.498896247
21,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.565683646
22,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.604774536
23,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.594202899
51,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.580882353
52,5,Challenging,Moderate,Moderate,Moderate,4,2,1,1,10,5,not_time_bound,0.337837838
89,5,Moderate,Moderate,Moderate,Moderate,4,2,1,1,117,6,not_time_bound,0.566666667
2,5,Challenging,Moderate,Moderate,Moderate,4,2,1,1,10,5,not_time_bound,0.551219512
4,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.530120482
6,5,Challenging,Moderate,Moderate,Moderate,4,2,1,1,10,5,not_time_bound,0.432432432
8,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.54025974
15,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.571658615
20,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.498896247
21,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.565683646
22,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.604774536
23,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.594202899
51,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.580882353
52,5,Challenging,Moderate,Moderate,Moderate,4,2,1,1,10,5,not_time_bound,0.337837838
89,5,Moderate,Moderate,Moderate,Moderate,4,2,1,1,117,6,not_time_bound,0.566666667
2,5,Challenging,Moderate,Moderate,Moderate,3,2,1,1,10,5,not_time_bound,0.551219512
4,5,Challenging,Difficult,Challenging,Challenging,3,2,1,1,9,4,not_time_bound,0.530120482
6,5,Challenging,Moderate,Moderate,Moderate,3,2,1,1,10,5,not_time_bound,0.432432432
8,5,Challenging,Difficult,Challenging,Challenging,3,2,1,1,9,4,not_time_bound,0.54025974
15,5,Challenging,Difficult,Challenging,Challenging,3,2,1,1,9,4,not_time_bound,0.571658615
20,5,Challenging,Difficult,Challenging,Challenging,3,2,1,1,9,4,not_time_bound,0.498896247
21,5,Challenging,Difficult,Challenging,Challenging,3,2,1,1,9,4,not_time_bound,0.565683646
22,5,Challenging,Difficult,Challenging,Challenging,3,2,1,1,9,4,not_time_bound,0.604774536
23,5,Challenging,Difficult,Challenging,Challenging,3,2,1,1,9,4,not_time_bound,0.594202899
51,5,Challenging,Difficult,Challenging,Challenging,3,2,1,1,9,4,not_time_bound,0.580882353
52,5,Challenging,Moderate,Moderate,Moderate,3,2,1,1,10,5,not_time_bound,0.337837838
89,5,Moderate,Moderate,Moderate,Moderate,3,2,1,1,117,6,not_time_bound,0.566666667
2,5,Challenging,Moderate,Moderate,Moderate,4,2,1,1,10,5,not_time_bound,0.551219512
4,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.530120482
6,5,Challenging,Moderate,Moderate,Moderate,4,2,1,1,10,5,not_time_bound,0.432432432
8,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.54025974
15,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.571658615
20,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.498896247
21,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.565683646
22,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.604774536
23,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.594202899
51,5,Challenging,Difficult,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.580882353
52,5,Challenging,Moderate,Moderate,Moderate,4,2,1,1,10,5,not_time_bound,0.337837838
89,5,Moderate,Moderate,Moderate,Moderate,4,2,1,1,117,6,not_time_bound,0.566666667
12,0,Challenging,Challenging,Challenging,Challenging,0,2,1,1,9,4,not_time_bound,0.557291667
17,0,Moderate,Moderate,Moderate,Moderate,0,2,1,1,10,5,not_time_bound,0.608264463
20,0,Moderate,Moderate,Moderate,Moderate,0,2,1,1,10,5,not_time_bound,0.498896247
23,0,Moderate,Moderate,Moderate,Moderate,0,2,1,1,10,5,not_time_bound,0.594202899
27,0,Moderate,Moderate,Moderate,Moderate,0,2,1,1,10,5,not_time_bound,0.429594272
43,0,Moderate,Moderate,Moderate,Moderate,0,2,1,1,10,5,not_time_bound,0.486111111
12,0,Challenging,Challenging,Challenging,Challenging,2,1,1,1,9,4,not_time_bound,0.557291667
17,0,Moderate,Moderate,Moderate,Moderate,2,1,1,1,10,5,not_time_bound,0.608264463
20,0,Moderate,Moderate,Moderate,Moderate,2,1,1,1,10,5,not_time_bound,0.498896247
23,0,Moderate,Moderate,Moderate,Moderate,2,1,1,1,10,5,not_time_bound,0.594202899
27,0,Moderate,Moderate,Moderate,Moderate,2,1,1,1,10,5,not_time_bound,0.429594272
43,0,Moderate,Moderate,Moderate,Moderate,2,1,1,1,10,5,not_time_bound,0.486111111
12,0,Challenging,Challenging,Challenging,Challenging,1,2,1,1,9,4,not_time_bound,0.557291667
17,0,Moderate,Moderate,Moderate,Moderate,1,2,1,1,10,5,not_time_bound,0.608264463
20,0,Moderate,Moderate,Moderate,Moderate,1,2,1,1,10,5,not_time_bound,0.498896247
23,0,Moderate,Moderate,Moderate,Moderate,1,2,1,1,10,5,not_time_bound,0.594202899
27,0,Moderate,Moderate,Moderate,Moderate,1,2,1,1,10,5,not_time_bound,0.429594272
43,0,Moderate,Moderate,Moderate,Moderate,1,2,1,1,10,5,not_time_bound,0.486111111
12,0,Challenging,Challenging,Challenging,Challenging,1,2,1,1,9,4,not_time_bound,0.557291667
17,0,Moderate,Moderate,Moderate,Moderate,1,2,1,1,10,5,not_time_bound,0.608264463
20,0,Moderate,Moderate,Moderate,Moderate,1,2,1,1,10,5,not_time_bound,0.498896247
23,0,Moderate,Moderate,Moderate,Moderate,1,2,1,1,10,5,not_time_bound,0.594202899
27,0,Moderate,Moderate,Moderate,Moderate,1,2,1,1,10,5,not_time_bound,0.429594272
43,0,Moderate,Moderate,Moderate,Moderate,1,2,1,1,10,5,not_time_bound,0.486111111
12,0,Challenging,Challenging,Challenging,Challenging,2,2,1,1,9,4,not_time_bound,0.557291667
17,0,Moderate,Moderate,Moderate,Moderate,2,2,1,1,10,5,not_time_bound,0.608264463
20,0,Moderate,Moderate,Moderate,Moderate,2,2,1,1,10,5,not_time_bound,0.498896247
23,0,Moderate,Moderate,Moderate,Moderate,2,2,1,1,10,5,not_time_bound,0.594202899
27,0,Moderate,Moderate,Moderate,Moderate,2,2,1,1,10,5,not_time_bound,0.429594272
43,0,Moderate,Moderate,Moderate,Moderate,2,2,1,1,10,5,not_time_bound,0.486111111
12,0,Challenging,Challenging,Challenging,Challenging,4,1,1,1,9,4,not_time_bound,0.557291667
17,0,Moderate,Moderate,Moderate,Moderate,4,1,1,1,10,5,not_time_bound,0.608264463
20,0,Moderate,Moderate,Moderate,Moderate,4,1,1,1,10,5,not_time_bound,0.498896247
23,0,Moderate,Moderate,Moderate,Moderate,4,1,1,1,10,5,not_time_bound,0.594202899
27,0,Moderate,Moderate,Moderate,Moderate,4,1,1,1,10,5,not_time_bound,0.429594272
43,0,Moderate,Moderate,Moderate,Moderate,4,1,1,1,10,5,not_time_bound,0.486111111
12,0,Challenging,Challenging,Challenging,Challenging,2,2,1,1,9,4,not_time_bound,0.557291667
17,0,Moderate,Moderate,Moderate,Moderate,2,2,1,1,10,5,not_time_bound,0.608264463
20,0,Moderate,Moderate,Moderate,Moderate,2,2,1,1,10,5,not_time_bound,0.498896247
23,0,Moderate,Moderate,Moderate,Moderate,2,2,1,1,10,5,not_time_bound,0.594202899
27,0,Moderate,Moderate,Moderate,Moderate,2,2,1,1,10,5,not_time_bound,0.429594272
43,0,Moderate,Moderate,Moderate,Moderate,2,2,1,1,10,5,not_time_bound,0.486111111
12,0,Challenging,Challenging,Challenging,Challenging,2,2,1,1,9,4,not_time_bound,0.557291667
17,0,Moderate,Moderate,Moderate,Moderate,2,2,1,1,10,5,not_time_bound,0.608264463
20,0,Moderate,Moderate,Moderate,Moderate,2,2,1,1,10,5,not_time_bound,0.498896247
23,0,Moderate,Moderate,Moderate,Moderate,2,2,1,1,10,5,not_time_bound,0.594202899
27,0,Moderate,Moderate,Moderate,Moderate,2,2,1,1,10,5,not_time_bound,0.429594272
43,0,Moderate,Moderate,Moderate,Moderate,2,2,1,1,10,5,not_time_bound,0.486111111
12,0,Challenging,Challenging,Challenging,Challenging,3,2,1,1,9,4,not_time_bound,0.557291667
17,0,Moderate,Moderate,Moderate,Moderate,3,2,1,1,10,5,not_time_bound,0.608264463
20,0,Moderate,Moderate,Moderate,Moderate,3,2,1,1,10,5,not_time_bound,0.498896247
23,0,Moderate,Moderate,Moderate,Moderate,3,2,1,1,10,5,not_time_bound,0.594202899
27,0,Moderate,Moderate,Moderate,Moderate,3,2,1,1,10,5,not_time_bound,0.429594272
43,0,Moderate,Moderate,Moderate,Moderate,3,2,1,1,10,5,not_time_bound,0.486111111
12,0,Challenging,Challenging,Challenging,Challenging,3,2,1,1,9,4,not_time_bound,0.557291667
17,0,Moderate,Moderate,Moderate,Moderate,3,2,1,1,10,5,not_time_bound,0.608264463
20,0,Moderate,Moderate,Moderate,Moderate,3,2,1,1,10,5,not_time_bound,0.498896247
23,0,Moderate,Moderate,Moderate,Moderate,3,2,1,1,10,5,not_time_bound,0.594202899
27,0,Moderate,Moderate,Moderate,Moderate,3,2,1,1,10,5,not_time_bound,0.429594272
43,0,Moderate,Moderate,Moderate,Moderate,3,2,1,1,10,5,not_time_bound,0.486111111
12,0,Challenging,Challenging,Challenging,Challenging,3,2,1,1,9,4,not_time_bound,0.557291667
17,0,Moderate,Moderate,Moderate,Moderate,3,2,1,1,10,5,not_time_bound,0.608264463
20,0,Moderate,Moderate,Moderate,Moderate,3,2,1,1,10,5,not_time_bound,0.498896247
23,0,Moderate,Moderate,Moderate,Moderate,3,2,1,1,10,5,not_time_bound,0.594202899
27,0,Moderate,Moderate,Moderate,Moderate,3,2,1,1,10,5,not_time_bound,0.429594272
43,0,Moderate,Moderate,Moderate,Moderate,3,2,1,1,10,5,not_time_bound,0.486111111
12,0,Challenging,Challenging,Challenging,Challenging,2,1,1,1,9,4,not_time_bound,0.557291667
17,0,Moderate,Moderate,Moderate,Moderate,2,1,1,1,10,5,not_time_bound,0.608264463
20,0,Moderate,Moderate,Moderate,Moderate,2,1,1,1,10,5,not_time_bound,0.498896247
23,0,Moderate,Moderate,Moderate,Moderate,2,1,1,1,10,5,not_time_bound,0.594202899
27,0,Moderate,Moderate,Moderate,Moderate,2,1,1,1,10,5,not_time_bound,0.429594272
43,0,Moderate,Moderate,Moderate,Moderate,2,1,1,1,10,5,not_time_bound,0.486111111
12,0,Challenging,Challenging,Challenging,Challenging,2,2,1,1,9,4,not_time_bound,0.557291667
17,0,Moderate,Moderate,Moderate,Moderate,2,2,1,1,10,5,not_time_bound,0.608264463
20,0,Moderate,Moderate,Moderate,Moderate,2,2,1,1,10,5,not_time_bound,0.498896247
23,0,Moderate,Moderate,Moderate,Moderate,2,2,1,1,10,5,not_time_bound,0.594202899
27,0,Moderate,Moderate,Moderate,Moderate,2,2,1,1,10,5,not_time_bound,0.429594272
43,0,Moderate,Moderate,Moderate,Moderate,2,2,1,1,10,5,not_time_bound,0.486111111
12,0,Challenging,Challenging,Challenging,Challenging,1,2,1,1,9,4,not_time_bound,0.557291667
17,0,Moderate,Moderate,Moderate,Moderate,1,2,1,1,10,5,not_time_bound,0.608264463
20,0,Moderate,Moderate,Moderate,Moderate,1,2,1,1,10,5,not_time_bound,0.498896247
23,0,Moderate,Moderate,Moderate,Moderate,1,2,1,1,10,5,not_time_bound,0.594202899
27,0,Moderate,Moderate,Moderate,Moderate,1,2,1,1,10,5,not_time_bound,0.429594272
43,0,Moderate,Moderate,Moderate,Moderate,1,2,1,1,10,5,not_time_bound,0.486111111
12,0,Challenging,Challenging,Challenging,Challenging,4,2,1,1,9,4,not_time_bound,0.557291667
17,0,Moderate,Moderate,Moderate,Moderate,4,2,1,1,10,5,not_time_bound,0.608264463
20,0,Moderate,Moderate,Moderate,Moderate,4,2,1,1,10,5,not_time_bound,0.498896247
23,0,Moderate,Moderate,Moderate,Moderate,4,2,1,1,10,5,not_time_bound,0.594202899
27,0,Moderate,Moderate,Moderate,Moderate,4,2,1,1,10,5,not_time_bound,0.429594272
43,0,Moderate,Moderate,Moderate,Moderate,4,2,1,1,10,5,not_time_bound,0.486111111
12,0,Challenging,Challenging,Challenging,Challenging,2,1,1,1,9,4,not_time_bound,0.557291667
17,0,Moderate,Moderate,Moderate,Moderate,2,1,1,1,10,5,not_time_bound,0.608264463
20,0,Moderate,Moderate,Moderate,Moderate,2,1,1,1,10,5,not_time_bound,0.498896247
23,0,Moderate,Moderate,Moderate,Moderate,2,1,1,1,10,5,not_time_bound,0.594202899
27,0,Moderate,Moderate,Moderate,Moderate,2,1,1,1,10,5,not_time_bound,0.429594272
43,0,Moderate,Moderate,Moderate,Moderate,2,1,1,1,10,5,not_time_bound,0.486111111
12,0,Challenging,Challenging,Challenging,Challenging,2,1,1,1,9,4,not_time_bound,0.557291667
17,0,Moderate,Moderate,Moderate,Moderate,2,1,1,1,10,5,not_time_bound,0.608264463
20,0,Moderate,Moderate,Moderate,Moderate,2,1,1,1,10,5,not_time_bound,0.498896247
23,0,Moderate,Moderate,Moderate,Moderate,2,1,1,1,10,5,not_time_bound,0.594202899
27,0,Moderate,Moderate,Moderate,Moderate,2,1,1,1,10,5,not_time_bound,0.429594272
43,0,Moderate,Moderate,Moderate,Moderate,2,1,1,1,10,5,not_time_bound,0.486111111
12,0,Challenging,Challenging,Challenging,Challenging,2,4,1,1,9,4,not_time_bound,0.557291667
