Id,Source,PassageName,QuestionId,QuestionText,QuestionTypeId,QuestionDifficulty,A,B,C,D,E,IsInvalid,CreatedOn,UpdatedOn
506,worksheet,huck,3,Which of the following must be false?,1,5,Huck knows Tom Sawyer,Tom Sawyer knows Miss Watson,Jim wants to be home with his family,Miss Watson was Jimís family,NULL,0,58:14.5,16:30.0
507,worksheet,huck,4,How does Huck feel about having helped Jim get his freedom?,1,5,Proud,Embarrassed,Confused,Brave,NULL,0,58:14.5,16:30.0
508,worksheet,huck,5,Why was Huck scared?,1,4,He thought he had done something evil,He thought someone had been watching him,He thought God was watching all the time,He thought he would be slapped,NULL,0,58:14.5,16:30.0
509,worksheet,huck,6,Which of the following is a reason why Huck thinks it isnít his fault that heís wicked?,1,5,He didnít go to Sunday-school,He was brought up badly,Owning slaves is wrong,Jim was very kind to him,NULL,0,58:14.5,16:30.0
510,worksheet,huck,7,What is the ëeverlasting fireí (line 30)?,1,5,Prison,Heaven,Hell,Purgatory,NULL,0,58:14.5,16:30.0
511,worksheet,huck,8,Why did Huck shiver (line 31)?,1,5,Thinking of fire made him cold,Being brought up badly made him scared,He didnít want to pray,He was scared he was to blame for skipping Sunday-school,NULL,0,58:14.5,16:30.0
512,worksheet,huck,9,Huck uses a lot of incorrect grammar. What is the correct past tense of ëkneeled downí?,1,2,kneelt down,knelt down,kneeld down,kneeled down,NULL,0,58:14.5,16:30.0
513,worksheet,huck,10,Why couldnít Huck pray?,1,4,He didnít know what to say,He knew he wasnít telling the truth,He wanted to try hiding,He didnít know how to be a better boy,NULL,0,58:14.5,16:30.0
514,worksheet,huck,11,What was Huck going to pray about?,1,5,Asking God to set Jim free,Asking God not to send him to hell,Telling God that it wasnít his fault,Telling God that he was going to write a letter to Miss Watson,NULL,0,58:14.5,16:30.0
515,worksheet,huck,12,How does Huck feel immediately after writing the letter?,1,4,glad and excited,good and washed clean of sin,thoughtful,afraid,NULL,0,58:14.5,16:30.0
516,worksheet,huck,13,Why did Huck start thinking after writing his letter?,1,5,He thought giving Jim up was wicked,He was scared of hell,He wasnít sure what to do,He was glad he had done the right thing,NULL,0,58:14.5,16:30.0
517,worksheet,huck,14,What best describes Huckís opinion on slavery?,1,5,He thinks all black people must be slaves,He thinks itís evil,He just accepts that itís normal,He doesnít understand it,NULL,0,58:14.5,16:30.0
518,worksheet,huck,15,Which of the following best describes Huck and Jimís relationship?,1,5,They have traveled together for a long time but arenít very fond of one another,"Jim is very caring towards Huck, but Huck doesnít like him",They get along very well but would feud and strike each other at times,They are close friends and Jim looks out for Huck,NULL,0,58:14.5,16:30.0
519,worksheet,i have a dream,1,What writing technique is used in the phrase ëIt came as a joyous daybreak to end the long night of captivityí (line 6-7)?,1,5,alliteration,simile,metaphor,onomatopoeia,NULL,0,58:14.5,16:30.0
520,worksheet,i have a dream,2,How long has it been since slavery ended?,1,4,It hasnít ended,Five years ago,Twenty years ago,One hundred years ago,NULL,0,58:14.5,16:30.0
521,worksheet,i have a dream,3,What did the cheque (line 15) or note (line 17) promise to everyone?,1,5,Money,"Right to life, liberty and the pursuit to happiness",Every American to fall heir,Funds,NULL,0,58:14.5,16:30.0
522,worksheet,i have a dream,4,Where was the promise for equal rights written?,1,4,The Constitution and the Declaration of Independence,The Bank of America,The Emancipation Proclamation,They have not been written,NULL,0,58:14.5,16:30.0
523,worksheet,i have a dream,5,Which of the following is true?,1,5,America has no money,The bank wonít give money to black people,The bank wonít give freedom and justice to black people,America wonít give freedom and justice to black people,NULL,0,58:14.5,16:30.0
524,worksheet,i have a dream,6,Which of the following is a promise of democracy?,1,5,the valley of segregation,the path of racial justice,the quicksands of racial injustice,the tranquillising drug of gradualism,NULL,0,58:14.5,16:30.0
525,worksheet,i have a dream,7,When do the ëwhirlwinds of revoltí (line 45) mentioned in the speech occur?,1,5,"In Summer, 1963","In Autumn, 1963","They end in Summer, 1963","They end in Autumn, 1963",NULL,0,58:14.5,16:30.0
526,worksheet,i have a dream,8,How does Martin Luther King want to gain justice?,1,5,By using the marvellous new militancy in the black community,With physical force and soul force,Without physical violence,By being bitter and hateful,NULL,0,58:14.5,16:30.0
527,worksheet,i have a dream,9,Who came to listen to the speech?,1,3,"People of many skin colours, including white people","People of many skin colours, but no white people","No one, it was written down",It is not mentioned in the speech,NULL,0,58:14.5,16:30.0
528,worksheet,i have a dream,10,Which of the following is not mentioned in the speech?,1,4,Black people are assaulted by the police,Black people are not allowed to stay in motels and hotels,Black people can move out of the ghetto,There are many ìFor whites onlyî signs,NULL,0,58:14.5,16:30.0
529,worksheet,i have a dream,11,Are black people allowed to vote in New York?,1,5,"Yes, but only some of them","Yes, but people donít believe them","Yes, but there is nothing to vote for","No, they have nothing to vote for",NULL,0,58:14.5,16:30.0
530,worksheet,i have a dream,12,Which state does Martin Luther King mention is especially racist?,1,4,Pennsylvania,Georgia,New York,Mississippi,NULL,0,58:14.5,16:30.0
531,worksheet,i have a dream,13,Why does Martin Luther King repeat the phrase ëI have a dreamí?,1,5,It is the title of his speech,People werenít listening to him,He had more than one dream,To show that it was important,NULL,0,58:14.5,16:30.0
532,worksheet,i have a dream,14,What is Martin Luther Kingís dream?,1,4,"To work together, to pray together, to struggle together, to go to jail together, to stand up for freedom together","For every valley, hill, mountain, rough place and crooked place to be made flat",To make everyone sing at the same time,To free the black people from slavery,To ensure everyone has equal rights,0,58:14.5,16:30.0
533,worksheet,i have a dream,15,Which is closest in meaning to being ëfreeí (line 118)?,1,5,costing no money,not being a slave,available,not being controlled by other people,NULL,0,58:14.5,16:30.0
534,worksheet,jabberwocky,1,What type of words do you think ìgyreî and ìgimbleî (line 2) are?,1,5,Nouns,Verbs,Adjectives,Adverbs,NULL,0,58:14.5,16:30.0
535,worksheet,jabberwocky,2,What does the poet say the boy must avoid?,1,4,Jubjub birds,Tumtum trees,The Jabberwock,The Bandersnatch,NULL,0,58:14.5,16:30.0
536,worksheet,jabberwocky,3,"What writing technique is, ìsnicker-snackî?",1,5,Simile,Metaphor,Alliteration,Hyperbole,NULL,0,58:14.5,16:30.0
537,worksheet,jabberwocky,4,ìLong time the manxome foe he soughtî What type of word is manxome?,1,5,Verb,Adverb,Noun,Adjective,NULL,0,58:14.5,16:30.0
538,worksheet,jabberwocky,5,What type of word is Tumtum?,1,5,Pronoun,Verb,Noun,Adjective,NULL,0,58:14.5,16:30.0
539,worksheet,jabberwocky,6,Why did the hero have to rest by the Tumtum tree?,1,5,He needed to think of a strategy,He was tired,He did not know where to find the Jabberwock,It is not stated,NULL,0,58:14.5,16:30.0
540,worksheet,jabberwocky,7,"These four words are made up, but which word is now accepted as a real word for laugh?",1,5,Slithly,Burbled,Mimsy,Chortled,NULL,0,58:14.5,16:30.0
541,worksheet,jabberwocky,8,What was used to kill the Jabberwock?,1,3,A magical sword,A long spear-like sword,A sword,A bow and arrow,NULL,0,58:14.5,16:30.0
542,worksheet,jabberwocky,9,Which of these is true?,1,4,The monster was killed in a short period of time,The hero killed the monster by taking off his head,The Jabberwock was hunting the boy,The boy is young,NULL,0,58:14.5,16:30.0
543,worksheet,jabberwocky,10,How does the Jabberwock feel?,1,5,Hungry,Angry,Protective,Territorial,NULL,0,58:14.5,16:30.0
544,worksheet,jabberwocky,11,What impression of the Jabberwock is created when the poet writes ìCame whiffling through the tulgey woodî?,1,5,It makes the Jabberwock sound clumsy,It sounds like the Jabberwock is trying to remain quiet,It sounds like the Jabberwock moved quickly,It sounds like it is flying,NULL,0,58:14.5,16:30.0
545,worksheet,jabberwocky,12,How many different types of trees are mentioned in the poem?,1,4,One,Two,Three,Four,NULL,0,58:14.5,16:30.0
546,worksheet,jabberwocky,13,What is one possible reason the poet starts and ends the poem by repeating the first stanza?,1,5,It lets the reader know that not much has changed in the time the boy has killed the Jabberwock,To highlight how weird and mystical the forest is,To show the reader that poet is able to create a vivid picture even from using made-up words,To illustrate that you can tell a story with a few nonsense words and real words,NULL,0,58:14.5,16:30.0
547,worksheet,JANE EYRE,1,What was Jane doing in the window-seat before John arrived?,1,1,reading Bewick,reading Goldsmith,reading a book we do not know the title of,"petting Bewick, the cat",hiding from John,0,58:14.5,16:30.0
548,worksheet,JANE EYRE,2,"From the text, what is the suggested relationship between Eliza, Georgina and John?",2,3,friends,siblings,neighbours,cousins,classmates,0,58:14.5,16:30.0
549,worksheet,JANE EYRE,3,Why couldnít John find Jane?,1,2,His vision was impaired.,He entered the wrong room.,Jane hid behind the curtain when he arrived.,"Jane had drawn the curtains beforehand, hiding her from view.","Jack found her first, because Eliza had told him where she was.",0,58:14.5,16:30.0
550,worksheet,JANE EYRE,4,How was Jane displaced from the window-seat?,1,2,Eliza saw Jane.,Eliza predicted where Jane was hiding.,"Jane left her hiding place, fearful of John dragging her out.",Jane dropped her book and the noise alerted John.,Jack dragged Jane out.,0,58:14.5,16:30.0
551,worksheet,JANE EYRE,5,Which of the following best describes how Jane usually conducts herself around John?,1,3,She treats him respectfully but is careless with her words.,"She spitefully ignores him, rarely replying to what he says.",She is combative despite her diffidence.,She is habitually obedient and responds to what he says.,She asserts her boundaries and refuses to be bullied.,0,58:14.5,16:30.0
552,worksheet,JANE EYRE,6,"ëHe bullied and punished me; not two or three times in the week, nor once or twice in the day, but continuallyí Why does Jane choose to explain the frequency of Johnís bullying in this way?",2,5,She is exaggerating.,She is using hyperbole.,She wants to express that she wasnít bullied much.,She wants to make clear the incessant nature of the bullying.,"She is recalling the past, so we are following her train of thought.",0,58:14.5,16:30.0
553,worksheet,JANE EYRE,7,Which of the following words does not describe Janeís opinion of John?,1,3,prudent,disgusting,terrifying,malevolent,cruel,0,58:14.5,16:30.0
554,worksheet,JANE EYRE,8,"Aside from the incident described in the passage, why didnít the adults intervene with Johnís constant bullying?",1,3,"He rarely hit Jane, so none of the adults took it seriously.",The servants and Mrs. Reed were unaware of the harassment.,The servants didnít want to offend John. Mrs. Reed was unaware of the harassment.,The servants didnít want to offend the young master. Mrs. Reed ignored it.,The servants didnít want to offend John. Mrs. Reed was blind and deaf.,0,58:14.5,16:30.0
555,worksheet,JANE EYRE,9,"ìI wonder if he read that notion in my faceî Which of the following, regarding this clause, is true?",1,4,Jane was wondering if John would hit her.,Jane was wondering if John noticed that she wasnít scared.,Jane was wondering if John knew he was disgusting.,Jane was wondering if John noticed she held him in low regard.,The author is using a simile.,0,58:14.5,16:30.0
556,worksheet,JANE EYRE,10,Which of the following furnishings is not mentioned to be in the breakfast-room?,1,4,an armchair,a window-seat,a curtain,a mirror,a pillow,0,58:14.5,16:30.0
557,worksheet,JANE EYRE,11,"John likes to make up reasons for why he hurts Jane, to excuse his violence. Which of the following reasons does he fail to use?",1,4,Jane replied to Mrs. Reed.,Jane read a book in the house.,Jane had an unpleasant expression on her face.,Jane was sitting in the window-seat.,"Jane insulted him, saying he was like the Roman emperors.",0,58:14.5,16:30.0
558,worksheet,JANE EYRE,12,What impression do we get of Mrs. Reed?,2,3,She is protective of Jane.,She is unobservant.,She is biased.,She is humble.,She is generous.,0,58:14.5,16:30.0
559,worksheet,JANE EYRE,13,"From the information in the passage, which of the following facts do we know about the household that is keeping Jane?",1,3,They cannot afford to pay for Janeís expenses.,Jane is not related to them.,John will inherit the house.,They have precisely two servants.,Mrs. Reed is the head of the household.,0,58:14.5,16:30.0
560,worksheet,JANE EYRE,14,Why was Jane bleeding? Because of the...,1,2,mirror,window,knife,door,book,0,58:14.5,16:30.0
561,worksheet,JANE EYRE,15,What parallel does Jane draw in paragraph 19?,1,5,a parallel between the Roman emperors and John,a parallel between Nero and Caligula,a parallel between herself and Goldsmith,a parallel between herself and John,It is not mentioned in the text.,0,58:14.5,16:30.0
562,worksheet,JANE EYRE,16,What was the significance of blood in this passage?,2,3,The blood distracted John.,The blood finally pushed the adults to take the bullying seriously.,The blood led Jane to be taken to the infirmary.,The blood caused Jane to be terrified.,The blood angered Jane.,0,58:14.5,16:30.0
563,worksheet,JANE EYRE,17,What suggests that Jane alone will be punished?,2,3,"Mrs. Reed exclaimed, ìWhat a fury to fly at Master John!î",Mrs. Reed ordered for Jane to be taken away to the red-room and locked in there.,Mrs. Reed comforted John.,Mrs. Reed has never punished John in the past for bullying Jane.,Mrs. Reed didnít see John hurting Jane.,0,58:14.5,16:30.0
564,worksheet,JANE EYRE,18,ëhe called me ìRat! Rat!î and bellowed out aloudí What does the word ëbellowedí say about the way John was speaking?,6,3,He was shouting frantically.,He was shouting in a low-voice.,He was afraid.,He was throwing up.,He was in pain.,0,58:14.5,16:30.0
565,worksheet,JANE EYRE,19,What does the word ëhabituallyí suggest about Jane?,6,4,She lives in the house as if it is her own home.,She treats John like family.,She is used to doing things for John.,She doesnít want to help.,She is occasionally obedient to John.,0,58:14.5,16:30.0
566,worksheet,JANE EYRE,20,What is another word for ëstoutí?,6,3,strong,weaselly,tall,immature,heavy,0,58:14.5,16:30.0
567,worksheet,JANE EYRE,21,ëI wished fervently he might not discover my hiding-placeí What is another way of saying ëferventlyí?,6,3,hopefully,foolishly,silently,absently,desperately,0,58:14.5,16:30.0
568,worksheet,JANE EYRE,22,ëmy care was how to endure the blow which would certainly follow the insultí Which of the following words is closest in meaning to ëendureí?,6,4,block,end,bear,bare,prevent,0,58:14.5,16:30.0
569,worksheet,JANE EYRE,23,What would be another word for ëdiffidenceí?,6,4,boldness,tone,pushiness,despondency,timidity,0,58:14.5,16:30.0
570,worksheet,JANE EYRE,24,"ëthe servants did not like to offend their young master by taking my part against him,í What is meant by the phrase ëtaking my part against him?",4,4,taking Janeís share,taking Johnís share,taking Janeís side,taking Johnís side,taking part in the bullying,0,58:14.5,16:30.0
571,worksheet,JANE EYRE,25,What type of word is ësufferingí?,5,2,noun,verb,adjective,adverb,pronoun,0,58:14.5,16:30.0
572,worksheet,JANE EYRE,26,NULL,5,3,NULL,NULL,NULL,NULL,NULL,0,58:14.5,16:30.0
573,worksheet,JANE EYRE,27,ëevery morsel of flesh in my bones shrank when he came nearí This is an example ofÖ,5,3,a metaphor,personification,exaggeration,a simile,assonance,0,58:14.5,16:30.0
574,worksheet,JANE EYRE,28,John exclaims ëBohí This is an example ofÖ,5,3,a metaphor,onomatopoeia,exaggeration,a simile,alliteration,0,58:14.5,16:30.0
575,worksheet,JANE EYRE,29,What type of word is ëdrivingí ?,5,2,noun,verb,adjective,adverb,preposition,0,58:14.5,16:30.0
576,worksheet,jekyll,1,Why does Dr. Lanyon initially think of the man?,1,5,He doesnít think anything of him,He thinks the man is too forward,He is conscious of the manís touch,He is disgusted by the man,NULL,0,58:14.5,16:30.0
577,worksheet,jekyll,2,What is a synonym for ìcustomaryî (line X)?,1,4,Usual,Welcomed,Regulated,Obscene,NULL,0,58:14.5,16:30.0
578,worksheet,jekyll,3,How does Dr. Lanyon sit in the chair?,1,5,He sits comfortably and is able to view the man as a regular patient,He sits comfortably as he has finally completed his task and is tired,He sits uncomfortably but tries his best to look normal,He sits uncomfortably as it is so late and he is tired,NULL,0,58:14.5,16:30.0
579,worksheet,jekyll,4,What does ìcivilly enoughî suggest about the way the man spoke?,1,5,With perfect manners,With sufficient politeness,With a lack of engagement,With an adequate care,NULL,0,58:14.5,16:30.0
580,worksheet,jekyll,5,Which best describes the manís (Jekyll) manner?,1,5,Distraught,Excited,Restless,Squalid,NULL,0,58:14.5,16:30.0
581,worksheet,jekyll,6,Which one of these statements is true?,1,5,The drawer was hidden under a sheet behind a sofa,He seemed unstable after finding the drawer,The narrator almost forgot where the drawer was,The narrator knew the drawer contained something unnatural,NULL,0,58:14.5,16:30.0
582,worksheet,jekyll,7,Why does Dr. Lanyon tell the man to ëcomposeí himself?,1,4,The man was jumping around the place and making a scene,The man was making too much noise,He was concerned about the manís teeth as he was grinding them too hard,He was concerned about the manís sanity,NULL,0,58:14.5,16:30.0
583,worksheet,jekyll,8,What is another word for ìebullitionî (line X)?,1,5,Colour-changing,Noise,Bubbling,Boiling,NULL,0,58:14.5,16:30.0
584,worksheet,jekyll,9,Which of the following does the man NOT suggest will happen if Dr. Lanyon stays to witness him drink the potion?,1,5,He will be a happier man,He will obtain greater knowledge,He will be given new opportunities,He will stop believing in Satan,NULL,0,58:14.5,16:30.0
585,worksheet,jekyll,10,What does the patience suggest is why the narrator cannot tell anybody about what follows after drinking the mixture?,1,5,The profession does not let you spread secrets,Being a doctor means you share no information,Doctors have to let patients do whatever they want,Doctors cannot tell other doctors what to do,NULL,0,58:14.5,16:30.0
586,worksheet,jekyll,11,How does the man feel towards Dr. Lanyon?,1,5,He is upset at Dr. Lanyon for his closed-minded nature and arrogance,He derides Dr. Lanyon because he doesnít believe in science,He is respectful of Dr. Lanyon for choosing to stay and watch,He is enamored by Dr. Lanyon because he is intelligent and well-respected,NULL,0,58:14.5,16:30.0
587,worksheet,jekyll,12,Why does the writer use so many verbs in lines 50-51?,1,5,To make it more vivid,To make it more realistic,To make it longer,To highlight how good Dr. Lanyonís memory is,NULL,0,58:14.5,16:30.0
588,worksheet,jekyll,13,ìMy mind submerged in terror.î What language device is used here?,1,5,Personification,Hyperbole,Metaphor,Dissonance,NULL,0,58:14.5,16:30.0
589,worksheet,jekyll,14,"Why does Dr. Lanyon say, ìI must die; and yet I shall die incredulousî (line X)?",1,5,He believes he must die but doesnít want to,He believes that Henry Jekyll will kill him now that he knows the truth,He doesnít believe what he saw was real and knows it will come and kill him,He doesnít believe what happened and will die from disbelief,NULL,0,58:14.5,16:30.0
590,worksheet,jekyll,15,What best explains what ëshown its heels toí mean?,1,4,To leave behind,To forget about,To not use,To kick,NULL,0,58:14.5,16:30.0
591,worksheet,jekyll,16,Why does the narrator interrupt the patient towards the end of the second paragraph?,1,5,He was rude and could not wait for the patient to finish,He was eager to learn the truth and saw the patient was struggling,He was eager to find out because it was late in the night and wanted to hurry to bed,The approaching urgency of the moment meant he had to rush,NULL,0,58:14.5,16:30.0
592,worksheet,jekyll,17,ìI cannot bring my mind to set on paper.î What does this mean?,1,5,The narrator cannot remember what happened so cannot write about it,The narrator does not want to write down what happened because so much happened,The narrator does not want to remember and relive the horrible events,The narrator wants Henry Jekyll to write it down on paper,NULL,0,58:14.5,16:30.0
593,worksheet,lion,1,What does it mean when the rooms are described to be ìlined with booksî (line X)?,1,3,The books made lines around the room,The books organised the structure of the room,The walls of the rooms were filled with books,The books outlined the border of the rooms,NULL,0,58:14.5,16:30.0
594,worksheet,lion,2,"Aside from the big wardrobe, what else was in the room?",1,2,An unused vase,A dead insect,A broken glass bottle,Nothing,NULL,0,58:14.5,16:30.0
595,worksheet,lion,3,What does the word ìtroopedî (line X) suggest about the way the children moved?,1,4,They walked like soldiers,They walked loudly,They walked in synchronisation,They walked in a group,NULL,0,58:14.5,16:30.0
596,worksheet,lion,4,ìShe thought it would be worth while trying the door of the wardrobeî What does the word ìworth whileî suggest about Lucyís decision to try the wardrobe door?,1,4,She thought it could be useful,She thought it could be exciting,She thought it could be imaginative,She thought that it could be worthy,NULL,0,58:14.5,16:30.0
597,worksheet,lion,5,Why first tempts Lucy to enter the wardrobe?,1,3,The potential adventure ahead,Her desire to be submerged within the fur coats,Her interest in the range of fur coats,"Nothing tempts Lucy, she is merely exploring.",NULL,0,58:14.5,16:30.0
598,worksheet,lion,6,This must be a simply enormous wardrobe! thought Lucy (line X) What does the exclamation mark suggest about Lucyís thoughts?,1,2,She is excited,She is shocked,She is shouting,She is underwhelmed,NULL,0,58:14.5,16:30.0
599,worksheet,lion,7,What does the word ëqueerí mean? (line X)?,1,4,Unexpected,Cool,Peculiar,Grand,NULL,0,58:14.5,16:30.0
600,worksheet,lion,8,ìWent on a step or two furtherî (line X) What does this phrase suggest about Lucyís movements?,1,3,She takes steps cautiously,She has begun to lose track of her steps,She continues forward without thought,She only continues a short amount,NULL,0,58:14.5,16:30.0
601,worksheet,lion,9,What is the effect caused when the writer states ìBut she could feel it.î on line XXX?,1,5,It is mysterious and makes the reader want to learn more,It highlights that the wardrobe is not an ordinary wardrobe,It is its own  sentence so that the reader does not miss it,It is to shock the reader and make them surprised,NULL,0,58:14.5,16:30.0
602,worksheet,lion,10,NULL,1,1,NULL,NULL,NULL,NULL,NULL,0,58:14.5,16:30.0
603,worksheet,lion,11,NULL,1,1,NULL,NULL,NULL,NULL,NULL,0,58:14.5,16:30.0
604,worksheet,lion,12,NULL,1,1,NULL,NULL,NULL,NULL,NULL,0,58:14.5,16:30.0
605,worksheet,lion,13,NULL,1,1,NULL,NULL,NULL,NULL,NULL,0,58:14.5,16:30.0
606,worksheet,lion,14,Why first tempts Lucy to enter the wardrobe?,1,3,The potential adventure ahead,Her desire to be submerged within the fur coats,Her interest in the range of fur coats,"Nothing tempts Lucy, she is merely exploring.",N/A,0,58:14.5,16:30.0
607,worksheet,lion,15,This must be a simply enormous wardrobe! thought Lucy (line X),,,,,,,,,,
,,,,,,,,,,,,,,
What does the exclamation mark suggest about Lucyís thoughts?,1,2,She is excited,She is shocked,She is shouting,She is underwhelmed,N/A,0,58:14.5,16:30.0,,,,
608,worksheet,lion,16,What does the word ëqueerí mean? (line X)?,1,4,Unexpected,Cool,Peculiar,Grand,N/A,0,58:14.5,16:30.0
609,worksheet,lion,17,ìWent on a step or two furtherî (line X) What does this phrase suggest about Lucyís movements?,1,3,She takes steps cautiously,She has begun to lose track of her steps,She continues forward without thought,She only continues a short amount,N/A,0,58:14.5,16:30.0
610,worksheet,little women,1,What is ëPilgrimsí Progressí (line 3)?,1,3,Bethís progress in her search,The poem,A book,A type of plant,NULL,0,58:14.5,16:30.0
611,worksheet,little women,2,Why does the writer use the word scribbled (line 3)?,1,2,Jo had scribbled on the book,Joís handwriting was neat,Joís handwriting was messy,Jo drew a picture on the paper,NULL,0,58:14.5,16:30.0
612,worksheet,little women,3,Why did the name catch Bethís eye (line 4)?,1,2,Jo is her sister,Pilgrimsí Progress was her favourite,The poem was addressed to her,The poem was named after her,NULL,0,58:14.5,16:30.0
613,worksheet,little women,4,Why was Beth sure tears had fallen on the little paper (line 4)?,1,3,The lines werenít straight,The words were blurred,It was a sad poem,Beth was crying,NULL,0,58:14.5,16:30.0
614,worksheet,little women,5,What ëgiftí does the writer of the poem want (line 21)?,1,4,For their sister to leave them,Patience,"Patience, courage and an unselfish nature",Courage and an unselfish nature,NULL,0,58:14.5,16:30.0
615,worksheet,little women,6,Who is the ëserene and saintly presenceí (line 13)?,1,3,God,Beth,Jo,The blessed light,NULL,0,58:14.5,16:30.0
616,worksheet,little women,7,Which writing techniques are used in ëprison-house of painí (line 26)?,1,5,Alliteration and a metaphor,Alliteration and a simile,Onomatopoeia and a simile,Allegory and a metaphor,NULL,0,58:14.5,16:30.0
617,worksheet,little women,8,What is meant by the path being green in the phrase ëmade the path of duty/ Green beneath your willing feet.í (lines 29-39)?,1,3,The person walking the path is green with envy,The path being green shows that it is the correct path,The path is green as the person is willing to walk it,The path is grassy and soft to walk on,NULL,0,58:14.5,16:30.0
618,worksheet,little women,9,Which of the following best describes how the poem made Beth feel?,1,5,Earnest,Confused,Arrogant,Comforted,NULL,0,58:14.5,16:30.0
619,worksheet,little women,10,Why was Bethís sister on the rug?,1,1,Poor people donít have enough beds,She wanted to be near the tongs,So she could keep the wood burning,It was warm near the fire,NULL,0,58:14.5,16:30.0
620,worksheet,little women,11,Who is Jo?,1,1,Bethís sister,Bethís mother,Bethís friend,DThe maid,NULL,0,58:14.5,16:30.0
621,worksheet,little women,12,Who wrote the poem ëMy Bethí?,1,2,Bethís mother,Beth,Jo,It is not mentioned in the text,NULL,0,58:14.5,16:30.0
622,worksheet,little women,13,Which of the following is closest in meaning to ëfeebleí (line 51)?,1,4,Exhaustion,Weak,Boring,Confusingly,NULL,0,58:14.5,16:30.0
623,worksheet,little women,14,What type of word is ëcomfortí (line 61)?,1,3,Noun,Verb,Adjective,Adverb,NULL,0,58:14.5,16:30.0
624,worksheet,little women,15,Which of the following lines of the poem tells Beth that she has helped Jo (line 61),1,4,Earthly joys and hopes and sorrows (line 15),"Meek heart, forgive me mine! (line 34)",My great loss becomes my gain. (line 38),"Henceforth, safe across the river, (line 43)",NULL,0,58:14.5,16:30.0
625,worksheet,little women,16,What does Beth tell Jo to do?,1,3,Not to be scared,Love her,Write splendid books or see the world,Look after their parents,NULL,0,58:14.5,16:30.0
626,worksheet,little women,17,When does Beth die?,1,4,"On a spring day, before sunrise",On a summer morning,On a spring afternoon,It is not mentioned in the text,NULL,0,58:14.5,16:30.0
627,worksheet,little women,18,Why is the fire out ëfor the first time in many monthsí (line 79)?,1,3,"Spring has just begun, and it is no longer cold",Jo has left to see the world,Beth has passed away,Beth has gotten better and no longer needs it,NULL,0,58:14.5,16:30.0
628,worksheet,lochinvar,1,Why is the word Border capitalised?,1,3,It is the name of his horse,It is a place,It is a pronoun,It is an important word,NULL,0,58:14.5,16:30.0
629,worksheet,lochinvar,2,What does ëAnd save his good broadsword he weapons had noneî mean?,1,5,He has saved his broadsword to be used,He had to save his broadsword from danger,The only weapon he has is his broadsword,His broadsword is no longer a weapon,NULL,0,58:14.5,16:30.0
630,worksheet,lochinvar,3,Why has there never been a knight like Lochinvar?,1,4,His love and bravery in war,He is the best fighter and rider,He is loved by many because of his actions in war,He rides alone,NULL,0,58:14.5,16:30.0
631,worksheet,lochinvar,4,For what reason did Lochinvar need to swim?,1,4,There was no suitable crossing,The horse was afraid of swimming,The bridge had been destroyed,It was the only way to get across,NULL,0,58:14.5,16:30.0
632,worksheet,lochinvar,5,Which one of these statements is false?,1,5,Lochinvarís horse was the best,Lochinvar was heading east,Lochinvarís army rode just behind him,He left his horse at the river,NULL,0,58:14.5,16:30.0
633,worksheet,lochinvar,6,How do you think the guests felt when Lochinvar first entered?,1,4,Threatened,Dishonourable,Disgraced,Friendly,NULL,0,58:14.5,16:30.0
634,worksheet,lochinvar,7,Why do you think the father had his hand on his sword?,1,4,Because he was starting a fight,To show Lochinvar he was prepared to fight,To threaten Lochinvar to get out,Because he was showing Lochinvar he is stronger,NULL,0,58:14.5,16:30.0
635,worksheet,lochinvar,8,What word best describes the bridegroomís reaction when Lochinvar entered?,1,5,Disgusted,Threatening,Cowardly,Stupid,NULL,0,58:14.5,16:30.0
636,worksheet,lochinvar,9,What does Lochinvar describe his love to?,1,5,The moon,The sun,The forest,The sea,NULL,0,58:14.5,16:30.0
637,worksheet,lochinvar,10,Why didnít Ellen marry Lochinvar?,1,5,They were not in love,Lochinvar had disrespected the family,The father didnít think Lochinvar was appropriate,Lochinvar was known for all the wrong reasons,NULL,0,58:14.5,16:30.0
638,worksheet,lochinvar,11,"From the way it has been used, which word best replaces ëmaidení?",1,5,Mountains,Young women,Paintings,Horses,NULL,0,58:14.5,16:30.0
639,worksheet,lochinvar,12,How does the bride feel when Lochinvar throws down the cup?,1,5,Shy but relieved,Annoyed and rejected,Alone and dismayed,Happy and confident,NULL,0,58:14.5,16:30.0
640,worksheet,lochinvar,13,How did Lochinvar drink the cup of wine?,1,5,Quickly and greedily,Distastefully,Unhappily,Regretably,NULL,0,58:14.5,16:30.0
641,worksheet,lochinvar,14,What word best replaces ëgalliardí?,1,5,Dance,Fight,Drama,Sight,NULL,0,58:14.5,16:30.0
642,worksheet,lochinvar,15,Which one of these statements is true?,1,5,Lochinvar kissed the goblet the bride gave him,The bride laughed loudly when Lochinvar threw the goblet on the ground,The bridegroom was ready to fight Lochinvar during the dance,The brideís mother was worried about the dance.,NULL,0,58:14.5,16:30.0
643,worksheet,lochinvar,16,How did the guestsí opinions about Lochinvar and Ellen change?,1,5,They think Lochinvar is more handsome than the Bridegroom,They think Ellen looks happier than before,They think Lochinvar and Ellen make a great couple,They still want to see Ellen marry the Bridegroom,NULL,0,58:14.5,16:30.0
