Source,PassageName,QuestionId,Question,A,B,C,D,E
worksheet,patagonia,17,What writing technique is ëmilky surfí?,Metaphor,Simile,Personification,Exaggeration,NULL
worksheet,patagonia,18,What writing technique is used when the writer describes the sea as ëseethingí line...?,Metaphor,Simile,Personification,Exaggeration,NULL
worksheet,patagonia,19,Which one of these statements is false?,The other mates were also Englishmen,The Englishman is the captainís son,The first engineer was one of the men the writer...,The captain was close to dying,NULL
worksheet,peter,1,What is odd about the instructions Peter gave?,Even someone with a map would not understand,Birds would not even be able to use these instructions,The directions made no sense at all,The directions were outdated and were too confusing,NULL
worksheet,peter,2,Why did Peter give bad instructions?,He is an idiot,He doesnít really know where he is going,He is keeping it secret,He blurts out random things,NULL
worksheet,peter,3,"What does it mean when it says ìAt first his companions trusted him implicitly,î",They trusted him completely,They partly trusted him,They trusted him temporarily,They did not really trust him,NULL
worksheet,peter,4,Why did Peterís friends fly around the buildings?,They wanted to waste time,They enjoyed flying immediately,They wanted to test their skills,They had always wanted to do it,NULL
worksheet,peter,5,Why did they view themselves with contempt?,They thought highly of themselves only for doing something simple,They are embarrassed at how bad they were,They are shy about having to practise in front of Peter,They did not like how nervous they were when they first tried flying,NULL
worksheet,peter,6,Why does the narrator ask the reader a question? (line X),To emphasise that the characters have not kept track of time,To emphasise a lot of time has passed since they learnt to fly,To emphasise very little time has actually passed since they learned to fly,To make the reader try and recall how much time has passed,NULL
worksheet,peter,7,How does the atmosphere change once the author asks the reader a question?,The journey becomes more sinister,The situation becomes a bit worrying,The journey becomes too confusing,The situation becomes difficult to understand,NULL
worksheet,peter,8,What does ìSometimes it was dark and sometimes lightî mean?,The sunís light was being blocked by the sun,Time changed from daytime to nighttime,The weather was inconsistent and unpredictable,"When they fly, light works differently",NULL
worksheet,peter,9,How were the children fed?,They stole every piece of food from the birds?,They competed with birds for all their food,They had a back and forth for safe human food,They hunted birds,NULL
worksheet,peter,10,Which character seems the most sensible?,Peter,Wendy,Michael,John,NULL
worksheet,peter,11,Which of these options are TRUE?,They would hunt birds gaily for miles,Birds carrying maps would show them the way,John had a headstart on Michael,They learned how to fly around a room first,NULL
worksheet,peter,12,Which of these options are FALSE?,Peter is a smart boy,Peter told the instructions to Wendy,The birds hated the children for taking their food,Wendy was concerned about the journey,NULL
worksheet,peter,13,What caused the children to fall?,They would forget how to fly,They were falling asleep,They would bump into birds,Peter played pranks on them,NULL
worksheet,peter,14,What technique is ìdropped like a stoneî using?,Exaggeration,Simile,Personification,Metaphor,NULL
worksheet,peter,15,Why does the author call the sea ìcruelî (line X),The sea is horrible to them,The sea would kill Michael,The sea is dangerous,The sea is a long way down,NULL
worksheet,peter,16,What was strange about the way Peter saved the children?,It was risky,It was selfish,It was wrong,It was ignorant,NULL
worksheet,peter,17,ìAlso he was fond of varietyî What does this mean?,He liked having a lot of different things at once,He liked to change tasks infrequently,He liked to change what he was doing often,He liked a change of surroundings,NULL
worksheet,peter,18,How have the moods of the children changed?,At first they were having fun now they are scared,They are now finding Peter annoying,They are now planning on abandoning Peter,They are now planning on ignoring Peter,NULL
worksheet,pollyanna,1,What was abnormal about Miss Pollyís movements?,She was moving hastily,She was moving slower than usual,She was jittering,She was flourishing,NULL
worksheet,pollyanna,2,Why were Miss Pollyís movements considered unusual?,Nancy wants everything to be calm and quiet,Miss Polly was late,Miss Polly is normally relaxed and calm,We do not know enough about her,NULL
worksheet,pollyanna,3,"ìBut today, she was hurryingóactually hurryingî Why does the narrator separate part of the sentence?",To show Miss Polly was truly hurrying,To show the reader the situation is rushed,To highlight how surprised Nancy is,To help describe the setting better,NULL
worksheet,pollyanna,4,ìNancy had never ìworked outî before;î Which of these statements are false?,This was the first time Nancy had worked,Nancyís father did not work,Miss Polly was not always so stern,Nancy had three younger sisters,NULL
worksheet,pollyanna,5,Why did Nancy have to start working?,Her widowed mother required her to work,The bad situation meant she needed to work,She worked so she could take her mind off things,Working meant that she would not have to look after her siblings,NULL
worksheet,pollyanna,6,What does ìbut who never thought to smile even when knives and doors were stillî suggest about Miss Polly?,Miss Polly is hard to impress,Miss Polly does not like Nancyís work,Miss Polly is not pleased by things she expects,Miss Polly does not smile whilst she is working as it is unprofessional,NULL
worksheet,pollyanna,7,"ìSweep the room and clean it, of course, after you clear out the trunks and boxes."" Why does Miss Polly add ëof courseí in her orders?",To sound more cross,To appear more bossy,To be more straightforward,To be rude and sarcastic,NULL
worksheet,pollyanna,8,What does Miss Polly think about having to take care of her niece?,She is overjoyed to spend time with her,She is nervous at the prospect,She considers it another job,She feels burdened by the prospect,NULL
worksheet,pollyanna,9,Why does Nancy ëcolour hotlyí?,She is embarrassed,She is annoyed,She is confused,She is anxious,NULL
worksheet,pollyanna,10,Why was Nancy excited for Miss Polly to have her niece around?,Nancy was excited to have someone youthful around,Nancy would like another sister,Miss Polly would have been happier,It would make life more exciting and fun in the house,NULL
worksheet,pollyanna,11,What do we learn about Nancy from this sentence?,She is irresponsible and inattentive,She likes to do things for other people,She is caring and wants to help others,She ignores peopleís feelings,NULL
worksheet,pollyanna,12,"ììBut, of course, youóyou'd want herî What is happening in this line?",Nancy corrected herself just as she was about to say something rude,Nancy interrupted herself to say something Miss Polly would like,Miss Polly interrupted Nancy,Nancy is trying to convince Miss Polly that she needs Pollyanna,NULL
worksheet,pollyanna,13,Why is ìHOPEDî in capital letters (line X)?,For it to be read loudly,To emphasise the depth of her hope,To emphasise the topic of the sentence,It is the style of writing at the time,NULL
worksheet,pollyanna,14,What is another word for ìremonstrancesî (line X)?,Support,Circumstances,Reminders,Objection,NULL
worksheet,rebecca,1,What do we learn about the road from Maplewood to Riverboro?,That it is long and winding,That it is hot and messy,That it was hilly and grassy,That it is dry and arid,NULL
worksheet,rebecca,2,Which one statement best describes how Mr Jeremiah Cobb is feeling?,He is feeling happy,He is feeling relaxed,He is feeling overworked,He is feeling tired,NULL
worksheet,rebecca,3,What is the brim of the hat used for?,Covering eyes from the wind,Covering eyes when you need to sleep,Covering eyes from the dust,Covering eyes from the sun,NULL
worksheet,rebecca,4,Why was the dark-haired woman finding the journey difficult?,The land was uneven and caused the stagecoach to be bumpy,She was too small and light to sit comfortably,She is rich and not used to this form of transportation,The stagecoach was empty and so it was bumpier,NULL
worksheet,rebecca,5,What piece of information about the dark-haired lady is not mentioned?,What her body looks like,What she tried to do was regain balance,What she used to block out the sunís light,What was in her purse,NULL
worksheet,rebecca,6,"What does ìshe looked whenever the condition of the roads would permit, finding great apparent satisfaction in that its precious contents neither disappeared nor grew less.î suggest the reason she looked into her purse was?",To check if everything in there was still fine,To check if there is more of whatever there is in there,To make herself happy by looking at it again,To ensure that it remains hidden in the purse,NULL
worksheet,rebecca,7,"What does ìhis business being to carry people to their destinations, not, necessarily, to make them comfortable on the wayî tell us about the type of person Mr Cobb is?",He is not interested in their opinions,He is only interested in providing the best possible service,He goes above and beyond to get people to their destination,He is focused on doing his job and not on anything else,NULL
worksheet,rebecca,8,What word best replaces alighted line ______________,Lit up,Escaped,Got off,Set fire,NULL
worksheet,rebecca,9,How are the woman and the child feeling at the Riverboro stage?,Relieved,Urgent,Concerned,Astonished,NULL
worksheet,rebecca,10,What is unusual about the child?,She is eager,She is young,She is small for her size,She is by herself,NULL
worksheet,rebecca,11,"On line _______ the mother describes the daughter as excited, but another word may fit better there. Which word?",Exhausted,Amusing,Confused,Nervous,NULL
worksheet,rebecca,12,What does the motherís laugh suggest about what she thinks about the daughterís comments?,She thinks the journey is easy compared to the journey she just done is about to do,She thinks her daughter is just being stubborn and chatting back to her,She thinks her daughter is being proud for no reason,She thinks her daughter is being rude and laughs because she is embarrassed,NULL
worksheet,sea fever,1,"What writing technique is used here, ìto the lonely sea and the skyî?",Metaphor,Simile,Personification,Allegory,NULL
worksheet,sea fever,2,Why do you think the poet calls the sea and sky lonely?,Because they are so big that nobody can ever fully explore them,"Because they are empty and not even filled with boats, clouds or stars",Because they are mysterious and nobody can ever understand them,All of the above,NULL
worksheet,sea fever,3,What does the phrase ìall I askî suggest?,They only need one thing,They have one question,They will never ask for anything again,All of the above,NULL
worksheet,sea fever,4,What effect is created when the poet writes ìwindís songî?,It makes the wind sound peaceful,It makes the wind sound more human and welcoming,It makes the wind sound creative but mysterious,It makes the wind sound happier and cheery,NULL
worksheet,sea fever,5,"In the first stanza, how many times did the poet use personification?",Three,Four,Five,Six,NULL
worksheet,sea fever,6,What word best describes the call of the tide?,Aggressive,Controlling,Persuasive,Disastrous,NULL
worksheet,sea fever,7,Which one statement best describes how the poet may feel towards the sea and sailing?,The poet feels abandoned by the sea and wants them back,The poet is in love with the sea and wants to take care of it,The poet is tired of living on land and wishes they can stay at sea forever,The poet just wants to sail one more time and to experience what they imagine,NULL
worksheet,sea fever,8,"In the second stanza, how many different sounds has the poet written about?",One,Two,Three,Four,NULL
worksheet,sea fever,9,"When the poet writes ìAnd the flung spray and the blown spumeî, what image of the sea is created?",It sounds dirty and unpleasant,It sounds peaceful and calm,It sounds vengeful and dangerous,It sounds rough and challenging,NULL
worksheet,sea fever,10,What does the poet mean when they say ìwhere the wind's like a whetted knifeî?,The wind is shiny,The wind is cold,The wind is sharp,The wind is dangerous,NULL
worksheet,sea fever,11,What writing technique does ìtall ship and a star to steer her byî use?,Alliteration,Simile,Metaphor,Onomatopoeia,NULL
worksheet,sea fever,12,What is one possible reason why the poet repeats ìall I askî?,He is emphasizing they only want one thing,The poet cannot truly decide the one thing they want,The poet is continuously lying about what they want,Their memories of the sea are fading as they get older,NULL
worksheet,secret garden,1,"In the text, it says that the ìperennial plants had been cut down for their winter rest.î What does this imply about the plants?",They are permanently dead,They will grow again when it is not winter,The winter has completely killed the plant,They had a trim for the rest of winter,NULL
worksheet,secret garden,2,Why did Mary think there was a hole in the earth?,Because a dog had been trying to dig up a mole,Because somebody had buried an old key there,Mary was unclear why there was a hole,A mole had scratched a deep hole,NULL
worksheet,secret garden,3,What did Mary find in the soil?,A ring of rusty iron,An old brass ring,A ring of moles,A key,NULL
worksheet,secret garden,4,Why do you think she whispered when she found the key?,(open-ended question),NULL,NULL,NULL,NULL
worksheet,secret garden,5,It says ìshe was not a child who had been trained to ask permission or consult her elders about thingsî What does this suggest Mary will do with the key?,It means that she is a rude child,She will not inform anybody about the key,She will not ask anyone to open the garden,It means that she was trained to be independent,NULL
worksheet,secret garden,6,Why did Mary want to go into the garden initially?,She wanted to find out what happened to the rose trees,She wanted to have an area where she could play by herself,Because it had been locked up for so long,Because she found the key,NULL
worksheet,secret garden,7,How did Mary find living in the house?,Dull,Exciting,Adventurous,Mysterious,NULL
worksheet,secret garden,8,Where did Mary live before?,(open-ended question),NULL,NULL,NULL,NULL
worksheet,secret garden,9,Which of these statements are true?,The key had been buried for a decade,Something strange had taken place in the garden,The time of year was around Winter,The dog had pulled out the key from the earth,NULL
worksheet,secret garden,10,How has Mary changed since living in India?,(open-ended question),NULL,NULL,NULL,NULL
worksheet,secret garden,11,"Because Mary has changed since living in India, she is now more likely to Ö",Do what others ask her to do,Find more hidden mysteries,Get overweight from all the eating,Make more friends with the animals,NULL
worksheet,secret garden,12,What word best describes the ëwalkí where she can look at the wall?,Eerie,Long,Isolated,Bleak,NULL
worksheet,secret garden,13,How does Mary feel about the ëivyí?,Terrified,Amazed,Sympathetic,Confused,NULL
worksheet,secret garden,14,Why did ësomething of her contrariness come backí?,Because she did not like the fact she couldnít get in,Because she couldnít find the door,Because she could not understand the sense in not being able to get in,It made her angry she didnít get her way,NULL
worksheet,secret garden,15,What is brass (line 9)?,A metal,A type of plant,A type of tree,A type of ring,NULL
worksheet,sense,1,How does Mrs John Dashwood and Mr John Dashwood differ in how they treat their extended family?,Mrs John Dashwood goes out of her way to make the experience pleasant,Mrs John Dashwood treats them coldly whereas her husband makes the experience unbearable,Mr John Dashwood is warm whereas his wife is polite but cold,There is no difference between the couple in how they treat them,NULL
worksheet,sense,2,Why does Mrs Dashwood accept Mr John Dashwoodís invitation?,No plan was as sensible as finding a nearby home before leaving,Mrs Dashwood wanted to remain in such a large and beautiful house,Mrs Dashwood cared very much for Mr John Dashwood,Mr John Dashwood had convinced Mrs Dashwood to stay as long as they like,NULL
worksheet,sense,3,The word ëalloyí (line 19) comes from mixing metals together. What can it mean as it has been used?,She is a mix of different emotions,She is a mix of different metals,She can only feel one strong emotion at a time,"She is all mixed up emotionally, physically and socially",NULL
worksheet,sense,4,What does the phrase ìequally carried awayî (line 18) suggest from the way it has been used?,Mrs John Dashwood has been taken away,Mrs John Dashwood has carried something away,Mrs John Dashwood is easily influenced by her emotions,Mrs John Dashwoodís emotions are always in the extreme,NULL
worksheet,sense,5,What was Mr John Dashwood planning to do for his sisters?,Let them leave with a fortune,Help them find husbands with their own fortune,Let them inherit the money instead,Give them money intended for his own son,NULL
worksheet,sense,6,"Based on the text, what was the relationship supposed to be like between children of different marriages?",They could be close if they wanted to,They should be distant with no warmth,They should pretend as if they do no exist,They should compete to see who was the best children,NULL
worksheet,sense,7,Why was Mr John Dashwood inclined to help his sisters?,Because he wanted to prove that stepchildren can have a strong relationship,Because his sisters were dear to him,Because he felt sympathetic and wanted to honour his dadís last request,Because society in the time meant that men must always provide for women.,NULL
worksheet,sense,8,What reason best describes why Mrs John Dashwood objects to her husband assisting his stepsisters?,She is greedy and only cares about her own family,She believes that Mr Dashwood was not fit to think properly,She is traditional and believes that her husband should honour the instructions of the inheritance,She believes that the sisters have no right claim for the money,NULL
worksheet,sense,9,What word describes Mr John Dashwoodís handling of his fatherís request?,Reliable,Suspicious,Hateful,Deceitful,NULL
worksheet,sense,10,Why does the author put the words ëletí and ëthatí (line 41) in italics?,To show that Mrs John Dashwood does not want to give the sisters money to help them,To show that it is important to the story,To show the reader that those words must be emphasised when reading,They are the title of a book inside of the extract,NULL
worksheet,sense,11,How much money is Mr John Dashwood later planning on giving his sisters?,£500 altogether,£1000,Half of £3000 each,£1500 altogether,NULL
worksheet,sense,12,How does Mrs John Dashwood convince her husband?,By creating a concern for his son about a potential event in the future,By making him feel bad that his son will be poor in the future,By making it seem that the sister will be richer than his son in the future,By suggesting that he is being an awful father,NULL
worksheet,shiba,1,1. Why do you think people mistake Shiba Inus for foxes?,They are a breed of fox,They come from foxes,They are foxes,They look like foxes,NULL
worksheet,shiba,2,2. What does the word ìresembleî (line 2) mean?,Assemble,Look like,Identical,Have something in common,NULL
worksheet,shiba,3,3. What were Shiba Inus used for initially?,They were used as teddy bears,They were used to terrify people,They were used for hunting,They are used to hunt teddy bears,NULL
worksheet,shiba,4,4. Why do you think the author calls these dogs ëtiny terrorsí?,Because they are terrifying,Because they are small and can be dangerous,Because they are terrible creatures,Because it is a common nickname for Shibas,NULL
worksheet,shiba,5,"5. Shiba Inus are described as ìancientî, why do you think that is?",They are incredibly cute,They have been around a long time,They have a really big internet following,They are incredibly useful for hunting,NULL
worksheet,shiba,6,6. Where did Shiba Inus originally come from?,Japan,American Kennel Club,America,All over the world,NULL
worksheet,shiba,7,7. What stopped the breed from dying out?,World War II helped them find new homes,A national treasure program helped them become famous,They were bred by the American Kennel Club,A special breeding program to help restore their numbers,NULL
worksheet,shiba,8,"8. ëThanks to breeding programs, the dogs have now become a national treasure.í What writing technique is ënational treasureí?",Simile,Metaphor,Personification,Hyperbole,NULL
worksheet,shiba,9,9. What does ërestorationí in line 10 mean?,Fixing something damaged or broken,Undoing a mistake that lead to something bad,Re-doing something to avoid a bad future,Bring up the level of something to its previous level,NULL
worksheet,shiba,10,"10. In the text, it says ësourced from three bloodlinesî. What does this mean?",Every Shiba today comes from the three remaining families,Each Shiba is one type of the remaining Shiba,The breeding program joined the three remaining families,There are only three types of bloodlines of dogs in the world.,NULL
worksheet,shiba,11,11. What does it mean to become an ìinternet sensationî (line 13)?,To learn how to use the internet,To become popular on the internet,To be on the internet,To become sensitive to the internet,NULL
worksheet,shiba,13,12. What is the name of the famous Shiba Inu?,Doge,NULL,NULL,NULL,NULL
worksheet,shiba,14,13. What is a ìmemeî (line 14)?,It is a funny picture worth sharing with others,It is a picture with a caption,It is a picture of Doge,It is not stated,NULL
worksheet,shiba,15,14. Why are more families adopting Shiba Inus recently?,They are easier to get and do not take up much space,They are famous and well known,Everybody wants to own their own Doge dog,They are fit easily in common spaces,NULL
worksheet,shiba,16,15. What reason best explains why Shibas do not like cuddles that much?,Shibas are hunters and therefore are aggressive,Shibas prefer spending time by themselves,Shibas rely on their humans to survive,Shibas are too small to enjoy being cuddled,NULL
worksheet,shiba,17,16. What do Shibas spend the majority of their time doing?,Hunting,Playing,Cleaning,Sleeping,NULL
worksheet,shiba,18,17. What writing technique is used here: ìthe whole world has at least seen one Shiba Inu.î,Personfications,Hyperbole,Simile,Metaphor,NULL
worksheet,shiba,19,18. Which of these statements are true?,Shiba Inus are always high energy,Shiba Inus will often look for their owners in the house,People only adopt shibas because they are more common and small,Shiba Inus can show some affection,NULL
worksheet,shiba,20,19. What statement best summarises the writerís opinion of the Shiba Inu,The writer is expressing facts rather than opinions for people to learn about this dog breed,The writer likes the dog breed a lot and is trying to get others to buy one,The writer does not particularly like nor dislike the dog breed,The writer is making the dog breed sound as best possible because they may like it a lot,NULL
worksheet,snowy river,1,What does the phrase ' the word had passed around' mean?,News of the event at the station past around,A rumour was spread around,The movement of the station passed around,The colt from the station had escaped,NULL
worksheet,snowy river,2,What did the colt do?, Went to the wild bush, Went to the wild, Went with wild horses, Escaped from the wild bush,NULL
worksheet,snowy river,3,Why is it bad that the horse escaped?, It is a rare horse, It is a talented horse,It is a workhorse,It is valuable,NULL
worksheet,snowy river,4,Who had come to help find the horse?, The best riders, The old rides, The Old Regret's riders, The best wild bush riders,NULL
worksheet,snowy river,5,What word best replaces 'mustered' line 6?, Mustard, Gathered, Signalled, Slept over,NULL
worksheet,snowy river,6,What does the phrase 'who made his pile' mean?, It is slang that means made a mess, It is slang that means gathered his things, It is slang that means earned money, It is slang that means made his clothes,NULL
worksheet,snowy river,7,What does it mean that 'few could ride beside him' mean about Harrison?, He gets angry easily at others, He is too difficult to keep up with, He is lonely and likes riding alone, He rides at unusual times,NULL
worksheet,snowy river,8,What do we learn about Clancy?, He is able to stay on his horse no matter what, He is a cart driver of the plains, He is old and has white hair, He lost to Harrison during the cup,NULL
worksheet,snowy river,9,What does the word stripling tell us about the rider?, They are tall and lanky, They are dressed in dazzling clothes, They are brave looking, They are weak looking,NULL
worksheet,snowy river,10,What do we learn about the stripling's weedy horse?, They are determined and never give up, They are not afraid of death, They ride dangerously, They will do something even if everyone else is afraid,NULL
worksheet,snowy river,11,Which one of these statements are true?, Only nearby riders had come to find the colt, It took a few days for all the riders to arrive, The stripling's horse is admired by mountain horsemen, The stripling had a bright and fiery eye,NULL
worksheet,snowy river,12,Who warned the stripling not to ride?, Harrison, Clancy, Regret, Konsciukso,NULL
worksheet,snowy river,13,Why does Clancy recommend that the stripling comes with them?, He feels sympathy for him, He thinks that he has some value, He claims he is trained on similar and more difficult terrain, He doesn't know what he could bring to the team,NULL
worksheet,snowy river,14,What was not an order from the old man?, Get at them immediately, Stop them going to the hills, Be confident, Be loud,NULL
worksheet,sonnet 18,1,What does the poet mean when they say ìmore temperateî?,They are warmer than a Summerís day,They are hotter than a Summerís day,They are more controlled than a Summerís day,They are calmer than a Summerís day,NULL
worksheet,sonnet 18,2,What impact does the wind have on the flowers?,It helps the flowers grow,It helps the flowers pollinate,It kills the flowers,It confuses the flowers,NULL
worksheet,sonnet 18,3,What does the poet mean by ìall too short a dateî?,The time period is not long,The day starts too early,The day ends too early,The date is just before summer starts,NULL
worksheet,sonnet 18,4,What is the ìeye of heavenî?,God,The sun,The centre of a flower,The readerís eye,NULL
worksheet,sonnet 18,5,ìAnd every fair from fair sometime declinesî What does the poet mean by this?,Everything ends up equal and fair,Balance will eventually decrease,It is difficult to stay pure,Beautiful things donít last,NULL
worksheet,sonnet 18,6,How does the poet start their poem?,With a request,With a demand,With a question,With a comment,NULL
worksheet,sonnet 18,7,The phrase ësummerís leaseí suggests,the span of heat,short-term of summer,beauty of the season,length of the season,NULL
worksheet,sonnet 18,8,ìAnd summerís lease hath all too short a dateî Here ëdateí means,a meek,a month,the beauty,duration,NULL
worksheet,sonnet 18,9,The poet says that every ëfairí,will eventually change,can only diminish slightly,is the opposite of unfair,will maintain,NULL
worksheet,sonnet 18,10,How is the gold complexion of the sun dimmed-,By the clouds,By the shade of the tree,By a canopy,By the shade of a building,NULL
worksheet,sonnet 18,11,What does the poet mean by the readerís ìeternal summerî?,Her memories,Her happiness,Her warmth,Her beauty,NULL
worksheet,sonnet 18,12,The poet highlights that the summer has some negative sides. Which one of these qualities was not mentioned?,Winds that are too strong,It doesnít last long enough,The temperature is unbearable,It gives everything a golden complexion,NULL
worksheet,sonnet 18,13,Which word in the poem means something ëlasts foreverí?,Eternal,Complexion,Untrimmíd,Wanderíst,NULL
worksheet,sonnet 18,14,Why did the poet write this poem?,To cheer somebody up,To apologise,To show his love,To display his skill,NULL
worksheet,sonnet 18,15,"What effect is created when the poet writes, ìnature's changing courseî?",Natureís journey is fixed forever,That natureís journey continuously changes,It sounds like nature has nowhere to go,Nature wants to change over time,NULL
worksheet,sonnet 18,16,"ìSo long lives this, and this gives life to thee.î What is ìthisî?",Their love,The poet,The poem,The summer,NULL
worksheet,sonnet 18,17,N/A,NULL,NULL,NULL,NULL,N/A
worksheet,sonnet 18,18,N/A,NULL,NULL,NULL,NULL,N/A
worksheet,sonnet 18,19,N/A,NULL,NULL,NULL,NULL,N/A
worksheet,sonnet 18,20,N/A,NULL,NULL,NULL,NULL,N/A
worksheet,sonnet 18,21,N/A,NULL,NULL,NULL,NULL,N/A
worksheet,sonnet 18,22,N/A,NULL,NULL,NULL,NULL,N/A
worksheet,stopping by,1,easy What class of word is ëWhoseí?,Possessive Pronoun,Contracted word,Determiner,Personal pronoun,NULL
worksheet,stopping by,1,What class of word is ëWhoseí?,Possessive Pronoun,Contracted word,Determiner,Personal pronoun,NULL
worksheet,stopping by,2,hard What is odd about the phrase ìI think I knowî?,It is using two antonyms,The meaning is confusing,You either know something or you donít,It is missing grammar and punctuation,NULL
worksheet,stopping by,2,What is odd about the phrase ìI think I knowî?,It is using two antonyms,The meaning is confusing,You either know something or you donít,It is missing grammar and punctuation,NULL
worksheet,stopping by,3,med What effect is created by the narrator when they say ìI think I knowî?,It creates a sense they are uncertain,It creates a sense that they are nervous,It creates a sense that they know it,It creates a sense of tension,NULL
worksheet,stopping by,3,What effect is created by the narrator when they say ìI think I knowî?,It creates a sense they are uncertain,It creates a sense that they are nervous,It creates a sense that they know it,It creates a sense of tension,NULL
worksheet,stopping by,4,easy Why did the narrator stop in the forest?,To hide from somebody,To find something specific,A sudden feeling,To watch the settling snow,NULL
worksheet,stopping by,4,Why did the narrator stop in the forest?,To hide from somebody,To find something specific,A sudden feeling,To watch the settling snow,NULL
worksheet,stopping by,5,Which one of these statements is true?,The horse thinks the narratorís actions are strange,It is midnight,It is the last evening of the year,The narrator and his horse are alone,NULL
worksheet,stopping by,5,Which one of these statements is true?,The horse thinks the narratorís actions are strange,It is midnight,It is the last evening of the year,The narrator and his horse are alone,NULL
worksheet,stopping by,6,Why might the horse think it ëqueerí to stop?,There is no good reason to stop during the dark,It is creepy to stop on the darkest night of the year,It is unsafe to stop with no farmhouse near,It was strange to stop so suddenly to watch a lake,NULL
worksheet,stopping by,6,Why might the horse think it ëqueerí to stop?,There is no good reason to stop during the dark,It is creepy to stop on the darkest night of the year,It is unsafe to stop with no farmhouse near,It was strange to stop so suddenly to watch a lake,NULL
worksheet,stopping by,7,Which one of these descriptions best describes the forest?,"Dark, bustling with noise",Pitch black and stirring with movement,Lightless with no signs of life,Brimming with light and frozen,NULL
worksheet,stopping by,7,Which one of these descriptions best describes the forest?,"Dark, bustling with noise",Pitch black and stirring with movement,Lightless with no signs of life,Brimming with light and frozen,NULL
worksheet,stopping by,8,"What poetic device does the poet use when they write, ìthe sweep of easy windî?",Simile,Metaphor,Alliteration,Analogy,NULL
worksheet,stopping by,8,"What poetic device does the poet use when they write, ìthe sweep of easy windî?",Simile,Metaphor,Alliteration,Analogy,NULL
worksheet,stopping by,9,med/ hard The poet says ìeasy windî. What effect does this create?,It builds tension for the reader,"It makes the reader picture a gentle wind, rolling over the leaves",It makes the reader imagine the forest being blown by the wind,All of the above,NULL
worksheet,stopping by,9,The poet says ìeasy windî. What effect does this create?,It builds tension for the reader,"It makes the reader picture a gentle wind, rolling over the leaves",It makes the reader imagine the forest being blown by the wind,All of the above,NULL
worksheet,stopping by,10,"What does it mean for the narrator when the poet writes ìThe woods are lovely, dark and deep, But I have promises to keepî?",It means that the narrator just remembered the reason why they were travelling,The narrator is declaring he would rather continue his journey than stay,The narrator would rather stay but they understand they have a duty to finish,The narrator is simply stating how he feels and what he must do next,NULL
worksheet,stopping by,10,"What does it mean for the narrator when the poet writes ìThe woods are lovely, dark and deep, But I have promises to keepî?",It means that the narrator just remembered the reason why they were travelling,The narrator is declaring he would rather continue his journey than stay,The narrator would rather stay but they understand they have a duty to finish,The narrator is simply stating how he feels and what he must do next,NULL
worksheet,stopping by,11,What type of word is ëdarkestí line XXX?,Comparative,Superlative,Adverb,Article,NULL
worksheet,stopping by,11,What type of word is ëdarkestí line XXX?,Comparative,Superlative,Adverb,Article,NULL
worksheet,stopping by,12,Why does the poet repeat the last line?,The poem extends and continues just like the narratorís journey,To make the reader feel uneasy about the ending,To highlight how far the narrator must travel,It is dramatic when poets repeat line,NULL
worksheet,stopping by,12,Why does the poet repeat the last line?,The poem extends and continues just like the narratorís journey,To make the reader feel uneasy about the ending,To highlight how far the narrator must travel,It is dramatic when poets repeat lines,NULL
worksheet,this is going to hurt,1,What have Adamís parents still not forgiven him for?,Quitting his job,Learning to be a doctor,Training to be a doctor for so long,Signing up to be a doctor again,NULL
worksheet,this is going to hurt,2,Why did the author quit their job?,His parents didnít want him to be a doctor,He was taken off the medical register,He failed a test,It became too much for them,NULL
worksheet,this is going to hurt,3,Which of the following is not true?,The authorís parents wish he kept being a doctor,Being a junior doctor is difficult,Doctors are tested every year,Doctors are tested every five years,NULL
worksheet,this is going to hurt,4,Which of these two words describe being a junior doctor?,Interesting and boring,Funny and easy,Funny and difficult,Interesting and calming,NULL
worksheet,this is going to hurt,5,What does Adam think about his training portfolio diary entries?,Theyíre unimportant and long,Theyíre important and extreme,Theyíre confidential and funny,Theyíre funny and confusing,NULL
worksheet,this is going to hurt,6,What is this book going to be about?,Being a doctor,Finding a new job,Studying medicine,Adam Kayís life story,NULL
worksheet,this is going to hurt,7,What is meant by the word ëremotelyí (line 13)?,Far away,Distantly,Slightly,Boring,NULL
worksheet,this is going to hurt,8,What is meant by the word ëextremeí (line 17)?,Acceptable,Strange,Exciting,Intense,NULL
worksheet,tom sawyer,1,Which statement best describes the type of day it was?, A steamy and humid day,A warm and lovely day,An unbearably warm and loud day,A spectacular and dry day,NULL
worksheet,tom sawyer,2,What is the purpose of the first paragraph?,To show the reader how different that world is to ours,To highlight this is a fictional world,To draw attention to the fact this is set in the real world,To set the mood for the reader,NULL
worksheet,tom sawyer,3,"What does it mean when the text says, ìif the heart was young the music issued at the lipsî",The song was at the lips of young people,Young people have an issue with music,Young people will sing out of happiness,Young people enjoy singing ,NULL
worksheet,tom sawyer,4,Why did Tomís mood change from happy to melancholy?,The job he has to do on such a nice day is difficult,Tom is lazy and does not enjoy working,Tom feels like he will be too hot working,The job is too difficult for just one person,NULL
worksheet,tom sawyer,5,Why does the author describe the first painted plank as ëinsignificantí line XX?,Because his job is pointless,Tom thinks the job is pointless,Tom thinks the plank will be dirty soon,His progress is very slow,NULL
worksheet,tom sawyer,6,Which statement best describes the fence?,White and wooden, Long and tall,Hollow and battered,Broken and splintered,NULL
